w_loading1 w_loading2 w_loading3 w_loading4 common_state_var unique_state_error_var1 unique_state_error_var2 unique_state_error_var3 unique_state_error_var4 ar_effect b_loading1 b_loading2 b_loading3 b_loading4 intercept1 intercept2 intercept3 intercept4 common_trait_var trait_mean unique_indicator_trait_var1 unique_indicator_trait_var2 unique_indicator_trait_var3 unique_indicator_trait_var4 cov12 cov13 cov23 cov14 cov24 cov34
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 0 0.035 0.084 0.036 0.069 0.043 0.021 0.104 0.041 NA 0 0.021 0.04 0.032 0 0.044 0.082 0.067 0.25 0.13 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r1 0 0.035 0.085 0.037 0.067 0.043 0.02 0.103 0.041 NA 0 0.021 0.041 0.033 0 0.045 0.083 0.067 0.249 0.129 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 0 0.026 0.059 0.039 0.053 0.035 0.012 0.05 0.028 NA 0 0.043 0.072 0.05 0.135 0.077 0.162 0.124 0.265 NA 0.017 0.04 0.113 0.056 NA NA NA NA NA NA
cuts_long_bayes_r1 0 0.027 0.061 0.039 0.054 0.035 0.012 0.051 0.029 NA 0 0.042 0.071 0.051 0.13 0.075 0.159 0.12 0.267 NA 0.016 0.04 0.111 0.056 NA NA NA NA NA NA
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 0 0.025 0.055 0.037 0.045 0.033 0.012 0.046 0.027 0.036 NA NA NA NA 0.137 0.076 0.164 0.126 NA NA 0.286 0.091 0.417 0.239 0.14 0.321 0.171 0.246 0.125 0.262
tso_long_bayes_r1 0 0.025 0.055 0.038 0.046 0.033 0.012 0.046 0.028 0.035 NA NA NA NA 0.082 0.056 0.103 0.085 NA NA 0.287 0.09 0.418 0.242 0.139 0.322 0.17 0.248 0.125 0.266
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 0 0.033 0.062 0.052 0.072 0.047 0.017 0.064 0.041 NA 0 0.018 0.034 0.023 0 0.043 0.083 0.057 0.291 0.142 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r2 0 0.032 0.063 0.051 0.07 0.046 0.017 0.064 0.041 NA 0 0.018 0.035 0.023 0 0.041 0.08 0.056 0.293 0.141 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 0 0.027 0.059 0.041 0.05 0.034 0.012 0.05 0.027 NA 0 0.034 0.057 0.042 0.146 0.079 0.181 0.115 0.308 NA 0.019 0.03 0.084 0.047 NA NA NA NA NA NA
cuts_long_bayes_r2 0 0.027 0.059 0.041 0.051 0.035 0.012 0.05 0.027 NA 0 0.034 0.057 0.042 0.147 0.079 0.182 0.115 0.308 NA 0.018 0.03 0.085 0.047 NA NA NA NA NA NA
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 0 0.026 0.06 0.041 0.046 0.034 0.012 0.047 0.026 0.036 NA NA NA NA 0.152 0.081 0.187 0.119 NA NA 0.338 0.099 0.514 0.207 0.167 0.398 0.207 0.25 0.125 0.287
tso_long_bayes_r2 0 0.026 0.059 0.041 0.047 0.034 0.012 0.047 0.026 0.035 NA NA NA NA 0.142 0.078 0.178 0.112 NA NA 0.346 0.1 0.523 0.209 0.168 0.407 0.209 0.254 0.125 0.292
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 0 0.062 0.146 0.053 0.093 0.062 0.018 0.099 0.038 NA 0 0.025 0.043 0.03 0 0.055 0.094 0.068 0.272 0.136 NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r3 0 0.051 0.12 0.048 0.079 0.054 0.018 0.088 0.037 NA 0 0.024 0.04 0.028 0 0.053 0.088 0.063 0.274 0.137 NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
