w_loading1 w_loading2 w_loading3 w_loading4 common_state_var unique_state_error_var1 unique_state_error_var2 unique_state_error_var3 unique_state_error_var4 ar_effect b_loading1 b_loading2 b_loading3 b_loading4 intercept1 intercept2 intercept3 intercept4 common_trait_var trait_mean unique_indicator_trait_var1 unique_indicator_trait_var2 unique_indicator_trait_var3 unique_indicator_trait_var4 cov12 cov13 cov23 cov14 cov24 cov34
msst_wide_ml_r1 0 0.045 0.093 0.055 0.119 0.068 0.022 0.083 0.038 NA 0 0.031 0.066 0.04 0 0.071 0.151 0.093 0.26 0.133 NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 0 0.045 0.093 0.054 0.119 0.068 0.022 0.082 0.038 NA 0 0.031 0.066 0.04 0 0.071 0.151 0.093 0.26 0.133 NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r1 0 0.023 0.055 0.035 0.098 0.05 0.015 0.066 0.032 NA 0 0.046 0.101 0.063 0.141 0.069 0.176 0.107 0.277 NA 0.08 0.024 0.078 0.034 NA NA NA NA NA NA
cuts_long_ml_r1 0 0.023 0.055 0.035 0.098 0.05 0.015 0.066 0.032 NA 0 0.046 0.101 0.063 0.141 0.069 0.176 0.107 0.277 NA 0.08 0.024 0.078 0.034 NA NA NA NA NA NA
cuts_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r1 0 0.023 0.055 0.035 0.099 0.05 0.015 0.066 0.032 0.044 NA NA NA NA 0.141 0.069 0.176 0.107 NA NA 0.282 0.067 0.438 0.163 0.119 0.323 0.155 0.197 0.093 0.253
tso_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r2 0 0.028 0.066 0.04 0.124 0.062 0.021 0.08 0.039 NA 0 0.068 0.125 0.093 0 0.145 0.266 0.197 0.102 0.083 NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 0 0.028 0.066 0.04 0.124 0.062 0.021 0.08 0.039 NA 0 0.068 0.125 0.093 0 0.144 0.265 0.197 0.102 0.083 NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
