\# Parameters Chitest df Chipval CFI TLI RMSEA AIC BIC aBIC DIC pD ppp
msst_wide_ml_r1 16 5563.32 1874 0 0.537 0.563 0.14 15219.022 15260.704 15210.172 NA NA NA
msst_long_ml_r1 16 638.627 8 0 0.593 0.389 0.229 15216.926 15301.938 15251.11 NA NA NA
msst_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r1 20 4923.111 1870 0 0.617 0.638 0.128 14586.813 14638.917 14575.752 NA NA NA
cuts_long_ml_r1 20 0.514 4 0.9721 1 1.007 0 14586.813 14693.078 14629.543 NA NA NA
cuts_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r1 23 4922.37 1867 0 0.617 0.637 0.128 14592.072 14651.991 14579.351 NA NA NA
tso_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r2 16 5821.504 1874 0 0.556 0.581 0.145 15088.817 15130.5 15079.968 NA NA NA
msst_long_ml_r2 16 609.957 8 0 0.629 0.443 0.224 15086.775 15171.787 15120.959 NA NA NA
msst_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r2 20 5211.828 1870 0 0.624 0.644 0.134 14487.141 14539.244 14476.079 NA NA NA
cuts_long_ml_r2 20 2.323 4 0.6766 1 1.003 0 14487.141 14593.405 14529.871 NA NA NA
cuts_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r2 23 5208.576 1867 0 0.624 0.644 0.134 14489.889 14549.808 14477.168 NA NA NA
tso_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r3 16 4869.32 1874 0 0.613 0.634 0.126 15151.567 15193.249 15142.717 NA NA NA
msst_long_ml_r3 16 553.361 8 0 0.673 0.509 0.213 15149.537 15234.548 15183.721 NA NA NA
msst_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r3 20 4315.927 1870 0 0.684 0.701 0.114 14606.174 14658.277 14595.112 NA NA NA
cuts_long_ml_r3 20 1.998 4 0.7361 1 1.004 0 14606.174 14712.438 14648.904 NA NA NA
cuts_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r3 23 4314.107 1867 0 0.683 0.7 0.114 14610.354 14670.273 14597.633 NA NA NA
tso_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r4 16 5443.566 1874 0 0.571 0.595 0.138 15203.225 15244.907 15194.375 NA NA NA
msst_long_ml_r4 16 677.413 8 0 0.614 0.421 0.236 15201.052 15286.052 15235.225 NA NA NA
msst_wide_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r4 20 4765.965 1870 0 0.652 0.67 0.124 14533.623 14585.726 14522.561 NA NA NA
cuts_long_ml_r4 20 1.985 4 0.7386 1 1.003 0 14533.623 14639.874 14576.34 NA NA NA
cuts_wide_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r4 23 4764.182 1867 0 0.652 0.67 0.125 14537.84 14597.759 14525.119 NA NA NA
tso_wide_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r5 16 5065.617 1874 0 0.645 0.665 0.131 14913.988 14955.671 14905.139 NA NA NA
msst_long_ml_r5 16 464.497 8 0 0.744 0.615 0.195 14912.085 14997.096 14946.269 NA NA NA
msst_wide_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r5 20 4599.337 1870 0 0.697 0.713 0.121 14455.708 14507.811 14444.646 NA NA NA
cuts_long_ml_r5 20 0.12 4 0.9983 1 1.007 0 14455.708 14561.972 14498.438 NA NA NA
cuts_wide_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r5 23 4595.993 1867 0 0.697 0.712 0.121 14458.363 14518.282 14445.642 NA NA NA
tso_wide_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r6 16 5923.367 1874 0 0.513 0.54 0.147 15266.997 15308.679 15258.147 NA NA NA
msst_long_ml_r6 16 719.582 8 0 0.558 0.336 0.244 15264.683 15349.695 15298.867 NA NA NA
msst_wide_bayes_r6 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r6 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r6 20 5208.24 1870 0 0.599 0.62 0.134 14559.87 14611.973 14548.808 NA NA NA
cuts_long_ml_r6 20 6.769 4 0.1486 0.998 0.995 0.021 14559.87 14666.134 14602.6 NA NA NA
cuts_wide_bayes_r6 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r6 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r6 23 5206.234 1867 0 0.599 0.619 0.134 14563.864 14623.783 14551.143 NA NA NA
tso_wide_bayes_r6 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r6 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r7 16 6000.082 1874 0 0.531 0.557 0.148 15444.646 15486.328 15435.796 NA NA NA
msst_long_ml_r7 16 672.578 8 0 0.588 0.382 0.235 15442.544 15527.556 15476.728 NA NA NA
msst_wide_bayes_r7 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r7 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r7 20 5329.763 1870 0 0.607 0.628 0.136 14782.327 14834.43 14771.265 NA NA NA
cuts_long_ml_r7 20 4.36 4 0.3595 1 0.999 0.008 14782.327 14888.591 14825.057 NA NA NA
cuts_wide_bayes_r7 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r7 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r7 23 5325.471 1867 0 0.607 0.627 0.136 14784.035 14843.954 14771.314 NA NA NA
tso_wide_bayes_r7 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r7 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r8 16 5309.941 1874 0 0.555 0.579 0.135 15401.137 15442.82 15392.288 NA NA NA
msst_long_ml_r8 16 757.395 8 0 0.517 0.275 0.25 15398.915 15483.927 15433.099 NA NA NA
msst_wide_bayes_r8 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r8 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r8 20 4554.266 1870 0 0.652 0.671 0.12 14653.462 14705.566 14642.401 NA NA NA
cuts_long_ml_r8 20 3.942 4 0.4139 1 1 0 14653.462 14759.727 14696.192 NA NA NA
cuts_wide_bayes_r8 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r8 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r8 23 4552.186 1867 0 0.652 0.67 0.12 14657.382 14717.301 14644.661 NA NA NA
tso_wide_bayes_r8 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r8 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r9 16 5194.556 1874 0 0.592 0.614 0.133 15527.655 15569.338 15518.806 NA NA NA
msst_long_ml_r9 16 777.724 8 0 0.551 0.327 0.253 15525.319 15610.33 15559.503 NA NA NA
msst_wide_bayes_r9 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r9 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r9 20 4415.278 1870 0 0.687 0.704 0.117 14756.378 14808.481 14745.316 NA NA NA
cuts_long_ml_r9 20 0.783 4 0.9407 1 1.006 0 14756.378 14862.642 14799.108 NA NA NA
cuts_wide_bayes_r9 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r9 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r9 23 4414.623 1867 0 0.687 0.703 0.117 14761.723 14821.641 14749.002 NA NA NA
tso_wide_bayes_r9 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r9 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r10 16 5771.555 1874 0 0.528 0.554 0.144 15086.476 15128.159 15077.627 NA NA NA
msst_long_ml_r10 16 603.773 8 0 0.63 0.446 0.223 15084.279 15169.291 15118.463 NA NA NA
msst_wide_bayes_r10 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r10 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r10 20 5170.467 1870 0 0.6 0.622 0.133 14493.388 14545.491 14482.326 NA NA NA
cuts_long_ml_r10 20 4.882 4 0.2996 0.999 0.998 0.012 14493.388 14599.652 14536.118 NA NA NA
cuts_wide_bayes_r10 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r10 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r10 23 5164.006 1867 0 0.601 0.621 0.133 14492.927 14552.846 14480.206 NA NA NA
tso_wide_bayes_r10 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r10 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r11 16 5864.902 1874 0 0.563 0.588 0.146 15294.011 15335.694 15285.162 NA NA NA
msst_long_ml_r11 16 632.949 8 0 0.585 0.377 0.228 15291.966 15376.977 15326.15 NA NA NA
msst_wide_bayes_r11 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r11 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r11 20 5232.709 1870 0 0.632 0.652 0.134 14669.819 14721.922 14658.757 NA NA NA
cuts_long_ml_r11 20 2.802 4 0.5916 1 1.002 0 14669.819 14776.083 14712.549 NA NA NA
cuts_wide_bayes_r11 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r11 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r11 23 5229.995 1867 0 0.632 0.651 0.134 14673.104 14733.023 14660.383 NA NA NA
tso_wide_bayes_r11 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r11 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r12 16 6027.117 1874 0 0.481 0.51 0.149 14971.793 15013.476 14962.944 NA NA NA
msst_long_ml_r12 16 578.921 8 0 0.636 0.454 0.218 14969.851 15054.862 15004.035 NA NA NA
msst_wide_bayes_r12 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r12 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r12 20 5449.048 1870 0 0.553 0.577 0.138 14401.724 14453.827 14390.662 NA NA NA
cuts_long_ml_r12 20 2.794 4 0.5928 1 1.002 0 14401.724 14507.989 14444.454 NA NA NA
cuts_wide_bayes_r12 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r12 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r12 23 5446.301 1867 0 0.553 0.576 0.138 14404.977 14464.896 14392.256 NA NA NA
tso_wide_bayes_r12 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r12 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r13 16 5618.855 1874 0 0.557 0.582 0.141 15539.174 15580.857 15530.325 NA NA NA
msst_long_ml_r13 16 645.46 8 0 0.624 0.436 0.23 15537.043 15622.055 15571.227 NA NA NA
msst_wide_bayes_r13 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r13 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r13 20 4975.646 1870 0 0.633 0.652 0.129 14903.965 14956.069 14892.904 NA NA NA
cuts_long_ml_r13 20 4.383 4 0.3567 1 0.999 0.008 14903.965 15010.23 14946.695 NA NA NA
cuts_wide_bayes_r13 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r13 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r13 23 4973.983 1867 0 0.633 0.652 0.129 14908.303 14968.222 14895.582 NA NA NA
tso_wide_bayes_r13 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r13 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r14 16 5506.538 1874 0 0.543 0.568 0.139 15186.038 15227.72 15177.188 NA NA NA
msst_long_ml_r14 16 624.659 8 0 0.607 0.411 0.227 15184.016 15269.028 15218.2 NA NA NA
msst_wide_bayes_r14 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r14 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r14 20 4889.013 1870 0 0.62 0.64 0.127 14576.512 14628.616 14565.451 NA NA NA
cuts_long_ml_r14 20 9.155 4 0.0574 0.997 0.99 0.029 14576.512 14682.777 14619.242 NA NA NA
cuts_wide_bayes_r14 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r14 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r14 23 4883.603 1867 0 0.62 0.64 0.127 14577.102 14637.021 14564.382 NA NA NA
tso_wide_bayes_r14 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r14 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r15 16 6522.015 1874 0 0.513 0.54 0.157 15015.903 15057.586 15007.054 NA NA NA
