\# Parameters Chitest df Chipval CFI TLI RMSEA AIC BIC aBIC DIC pD ppp
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 16 NA NA NA NA NA NA NA NA NA 14088.559 15.769 0
msst_long_bayes_r1 16 NA NA NA NA NA NA NA NA NA 13804.809 121.735 0.177
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 20 NA NA NA NA NA NA NA NA NA 13411.501 19.063 0.012
cuts_long_bayes_r1 20 NA NA NA NA NA NA NA NA NA 12898.52 349.301 0.003
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 23 NA NA NA NA NA NA NA NA NA 13164.818 21.793 0.339
tso_long_bayes_r1 23 NA NA NA NA NA NA NA NA NA 11597.657 1290.73 NA
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 16 NA NA NA NA NA NA NA NA NA 13910.29 15.978 0
msst_long_bayes_r2 16 NA NA NA NA NA NA NA NA NA 13594.248 121.039 0.062
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 20 NA NA NA NA NA NA NA NA NA 13024.612 18.952 0.031
cuts_long_bayes_r2 20 NA NA NA NA NA NA NA NA NA 12447.524 356.935 0.15
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 23 NA NA NA NA NA NA NA NA NA 12819.158 21.616 0.445
tso_long_bayes_r2 23 NA NA NA NA NA NA NA NA NA 11259.898 1303.602 NA
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 16 NA NA NA NA NA NA NA NA NA 13924.657 16.051 0
msst_long_bayes_r3 16 NA NA NA NA NA NA NA NA NA 13621.598 121.8 0.157
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r3 20 NA NA NA NA NA NA NA NA NA 13169.718 18.96 0.019
cuts_long_bayes_r3 20 NA NA NA NA NA NA NA NA NA 12645.985 348.672 0.131
tso_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r3 23 NA NA NA NA NA NA NA NA NA 12957.961 21.872 0.324
tso_long_bayes_r3 23 NA NA NA NA NA NA NA NA NA 11381.468 1300.358 NA
msst_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r4 16 NA NA NA NA NA NA NA NA NA 13959.478 15.807 0
msst_long_bayes_r4 16 NA NA NA NA NA NA NA NA NA 13652.424 122.311 0.11
cuts_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r4 20 NA NA NA NA NA NA NA NA NA 13253.153 18.79 0.044
cuts_long_bayes_r4 20 NA NA NA NA NA NA NA NA NA 12727.659 345.355 0.147
tso_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r4 23 NA NA NA NA NA NA NA NA NA 13044.549 21.87 0.537
tso_long_bayes_r4 23 NA NA NA NA NA NA NA NA NA 11383.01 1337.005 NA
msst_wide_ml_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
