\# Parameters Chitest df Chipval CFI TLI RMSEA AIC BIC aBIC DIC pD ppp
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 16 NA NA NA NA NA NA NA NA NA 17697.914 15.719 0
msst_long_bayes_r1 16 NA NA NA NA NA NA NA NA NA 17438.446 125.145 0.377
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 20 NA NA NA NA NA NA NA NA NA 16931.491 19.719 0.208
cuts_long_bayes_r1 20 NA NA NA NA NA NA NA NA NA 16465.222 352.894 0.595
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 23 NA NA NA NA NA NA NA NA NA 16936.742 21.818 0.21
tso_long_bayes_r1 23 NA NA NA NA NA NA NA NA NA 14465.449 1592.799 NA
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 16 NA NA NA NA NA NA NA NA NA 17555.368 15.664 0
msst_long_bayes_r2 16 NA NA NA NA NA NA NA NA NA 17292.644 124.158 0.414
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 20 NA NA NA NA NA NA NA NA NA 16809.126 19.777 0.766
cuts_long_bayes_r2 20 NA NA NA NA NA NA NA NA NA 16343.123 353.947 0.482
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 23 NA NA NA NA NA NA NA NA NA 16812.078 21.832 0.766
tso_long_bayes_r2 23 NA NA NA NA NA NA NA NA NA 14353.229 1588.081 NA
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 16 NA NA NA NA NA NA NA NA NA 17715.567 15.672 0
msst_long_bayes_r3 16 NA NA NA NA NA NA NA NA NA 17451.635 124.009 0.341
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r3 20 NA NA NA NA NA NA NA NA NA 16958.901 19.718 0.976
cuts_long_bayes_r3 20 NA NA NA NA NA NA NA NA NA 16487.479 354.034 0.297
tso_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r3 23 NA NA NA NA NA NA NA NA NA 16959.287 21.782 0.977
tso_long_bayes_r3 23 NA NA NA NA NA NA NA NA NA 14731.465 1555.008 NA
msst_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r4 16 NA NA NA NA NA NA NA NA NA 17482.761 15.669 0
msst_long_bayes_r4 16 NA NA NA NA NA NA NA NA NA 17231.632 125.179 0.324
cuts_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r4 20 NA NA NA NA NA NA NA NA NA 16811.064 19.415 0.991
cuts_long_bayes_r4 20 NA NA NA NA NA NA NA NA NA 16361.075 350.26 0.434
tso_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r4 23 NA NA NA NA NA NA NA NA NA 16811.82 21.82 0.989
tso_long_bayes_r4 23 NA NA NA NA NA NA NA NA NA 14344.813 1590.565 NA
msst_wide_ml_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
