\# Parameters Chitest df Chipval CFI TLI RMSEA AIC BIC aBIC DIC pD ppp
msst_wide_ml_r1 16 1362.13 844 0 0.85 0.861 0.078 11660.221 11701.904 11651.372 NA NA NA
msst_long_ml_r1 16 363.463 8 0 0.836 0.754 0.211 11659.141 11737.665 11686.848 NA NA NA
msst_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r1 20 998.806 840 1e-04 0.954 0.957 0.043 11304.897 11357 11293.835 NA NA NA
cuts_long_ml_r1 20 1.219 4 0.875 1 1.004 0 11304.897 11403.052 11339.531 NA NA NA
cuts_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r1 23 998.1 837 1e-04 0.953 0.957 0.044 11310.191 11370.11 11297.47 NA NA NA
tso_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r2 16 1409.895 844 0 0.835 0.848 0.082 11779.562 11821.245 11770.713 NA NA NA
msst_long_ml_r2 16 480.437 8 0 0.787 0.681 0.243 11778.454 11856.978 11806.162 NA NA NA
msst_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r2 20 932.307 840 0.0142 0.973 0.975 0.033 11309.974 11362.077 11298.912 NA NA NA
cuts_long_ml_r2 20 3.957 4 0.4119 1 1 0 11309.974 11408.129 11344.608 NA NA NA
cuts_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r2 23 930.956 837 0.0128 0.973 0.974 0.034 11314.623 11374.542 11301.902 NA NA NA
tso_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r3 16 1440.96 844 0 0.836 0.849 0.084 11806.062 11847.745 11797.213 NA NA NA
msst_long_ml_r3 16 419.785 8 0 0.83 0.745 0.227 11804.883 11883.407 11832.59 NA NA NA
msst_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r3 20 1020.293 840 0 0.951 0.954 0.046 11393.395 11445.499 11382.334 NA NA NA
cuts_long_ml_r3 20 0.298 4 0.9899 1 1.005 0 11393.395 11491.551 11428.029 NA NA NA
cuts_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r3 23 1019.664 837 0 0.95 0.953 0.047 11398.766 11458.685 11386.045 NA NA NA
tso_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r4 16 1530.527 844 0 0.779 0.796 0.09 11774.74 11816.422 11765.89 NA NA NA
msst_long_ml_r4 16 520.353 8 0 0.74 0.61 0.253 11773.721 11852.245 11801.428 NA NA NA
msst_wide_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r4 20 1011.697 840 0 0.945 0.949 0.045 11263.91 11316.013 11252.848 NA NA NA
cuts_long_ml_r4 20 2.541 4 0.6372 1 1.002 0 11263.91 11362.065 11298.544 NA NA NA
cuts_wide_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r4 23 1009.664 837 0 0.944 0.948 0.045 11267.876 11327.795 11255.155 NA NA NA
tso_wide_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r5 16 1410.779 844 0 0.825 0.839 0.082 11914.4 11956.082 11905.55 NA NA NA
msst_long_ml_r5 16 365.006 8 0 0.828 0.741 0.211 11913.418 11991.942 11941.125 NA NA NA
msst_wide_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r5 20 1047.281 840 0 0.936 0.941 0.05 11558.901 11611.005 11547.84 NA NA NA
cuts_long_ml_r5 20 2.49 4 0.6465 1 1.002 0 11558.901 11657.057 11593.535 NA NA NA
cuts_wide_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r5 23 1046.446 837 0 0.935 0.94 0.05 11564.066 11623.985 11551.345 NA NA NA
tso_wide_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r6 16 1372.432 844 0 0.841 0.853 0.079 11646.027 11687.71 11637.178 NA NA NA
msst_long_ml_r6 16 357.687 8 0 0.828 0.742 0.209 11645.025 11723.549 11672.732 NA NA NA
msst_wide_bayes_r6 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r6 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r6 20 1016.987 840 0 0.947 0.95 0.046 11298.582 11350.685 11287.52 NA NA NA
cuts_long_ml_r6 20 3.244 4 0.5178 1 1.001 0 11298.582 11396.737 11333.216 NA NA NA
cuts_wide_bayes_r6 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r6 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r6 23 1011.169 837 0 0.948 0.951 0.046 11298.764 11358.682 11286.043 NA NA NA
tso_wide_bayes_r6 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r6 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r7 16 1356.706 844 0 0.86 0.87 0.078 11673.809 11715.492 11664.96 NA NA NA
msst_long_ml_r7 16 386.213 8 0 0.835 0.753 0.217 11672.637 11751.161 11700.344 NA NA NA
msst_wide_bayes_r7 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r7 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r7 20 972.924 840 0.001 0.964 0.966 0.04 11298.027 11350.13 11286.965 NA NA NA
cuts_long_ml_r7 20 3.603 4 0.4624 1 1.001 0 11298.027 11396.182 11332.661 NA NA NA
cuts_wide_bayes_r7 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r7 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r7 23 970.309 837 9e-04 0.963 0.966 0.04 11301.412 11361.331 11288.691 NA NA NA
tso_wide_bayes_r7 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r7 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r8 16 1338.863 844 0 0.843 0.855 0.077 11923.284 11964.966 11914.434 NA NA NA
msst_long_ml_r8 16 419.486 8 0 0.781 0.672 0.227 11922.281 12000.805 11949.988 NA NA NA
msst_wide_bayes_r8 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r8 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r8 20 932.765 840 0.0139 0.971 0.973 0.033 11525.185 11577.289 11514.124 NA NA NA
cuts_long_ml_r8 20 14.39 4 0.0061 0.994 0.983 0.051 11525.185 11623.34 11559.819 NA NA NA
cuts_wide_bayes_r8 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r8 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r8 23 924.647 837 0.0184 0.972 0.974 0.032 11523.068 11582.987 11510.347 NA NA NA
tso_wide_bayes_r8 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r8 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r9 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_long_ml_r9 16 441.478 8 0 0.811 0.717 0.233 11648.658 11727.182 11676.365 NA NA NA
msst_wide_bayes_r9 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r9 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r9 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
cuts_long_ml_r9 20 7.34 4 0.119 0.999 0.996 0.029 11222.519 11320.674 11257.153 NA NA NA
cuts_wide_bayes_r9 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r9 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r9 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
tso_wide_bayes_r9 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r9 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r10 16 1270.824 844 0 0.873 0.883 0.071 11698.221 11739.904 11689.372 NA NA NA
msst_long_ml_r10 16 360.739 8 0 0.84 0.76 0.21 11697.152 11775.676 11724.859 NA NA NA
msst_wide_bayes_r10 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r10 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r10 20 913.856 840 0.0385 0.978 0.98 0.03 11349.253 11401.357 11338.192 NA NA NA
cuts_long_ml_r10 20 4.84 4 0.3041 1 0.999 0.014 11349.253 11447.408 11383.887 NA NA NA
cuts_wide_bayes_r10 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r10 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r10 23 911.845 837 0.0364 0.978 0.979 0.03 11353.242 11413.16 11340.521 NA NA NA
tso_wide_bayes_r10 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r10 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r11 16 1441.282 844 0 0.827 0.841 0.084 11625.381 11667.063 11616.531 NA NA NA
msst_long_ml_r11 16 442.264 8 0 0.796 0.693 0.233 11624.186 11702.71 11651.893 NA NA NA
msst_wide_bayes_r11 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r11 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r11 20 1003.85 840 1e-04 0.953 0.956 0.044 11195.949 11248.053 11184.888 NA NA NA
cuts_long_ml_r11 20 6.027 4 0.1971 0.999 0.997 0.023 11195.949 11294.104 11230.583 NA NA NA
cuts_wide_bayes_r11 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r11 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r11 23 1000.942 837 1e-04 0.953 0.956 0.044 11199.041 11258.96 11186.32 NA NA NA
tso_wide_bayes_r11 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r11 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r12 16 1431.496 844 0 0.819 0.833 0.083 11736.672 11778.355 11727.823 NA NA NA
msst_long_ml_r12 16 402.076 8 0 0.806 0.709 0.222 11735.558 11814.083 11763.266 NA NA NA
msst_wide_bayes_r12 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r12 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r12 20 1032.77 840 0 0.941 0.945 0.048 11345.947 11398.05 11334.885 NA NA NA
cuts_long_ml_r12 20 4.465 4 0.3468 1 0.999 0.011 11345.947 11444.102 11380.581 NA NA NA
cuts_wide_bayes_r12 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r12 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r12 23 1031.413 837 0 0.94 0.944 0.048 11350.589 11410.508 11337.868 NA NA NA
tso_wide_bayes_r12 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r12 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r13 16 1402.557 844 0 0.843 0.855 0.081 11786.954 11828.636 11778.104 NA NA NA
msst_long_ml_r13 16 397.979 8 0 0.815 0.723 0.221 11785.887 11864.412 11813.595 NA NA NA
msst_wide_bayes_r13 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r13 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r13 20 1006.168 840 1e-04 0.953 0.957 0.044 11398.564 11450.668 11387.503 NA NA NA
cuts_long_ml_r13 20 2.655 4 0.617 1 1.002 0 11398.564 11496.719 11433.198 NA NA NA
cuts_wide_bayes_r13 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r13 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r13 23 1003.528 837 1e-04 0.953 0.956 0.045 11401.924 11461.843 11389.203 NA NA NA
tso_wide_bayes_r13 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r13 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r14 16 1481.681 844 0 0.818 0.832 0.087 11776.165 11817.847 11767.315 NA NA NA
msst_long_ml_r14 16 452.635 8 0 0.786 0.68 0.236 11774.951 11853.475 11802.658 NA NA NA
msst_wide_bayes_r14 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r14 NA NA NA NA NA NA NA NA NA NA NA NA NA
