\# Parameters Chitest df Chipval CFI TLI RMSEA AIC BIC aBIC DIC pD ppp
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 16 NA NA NA NA NA NA NA NA NA 16014.548 15.886 0
msst_long_bayes_r1 16 NA NA NA NA NA NA NA NA NA 15698.274 123.962 0.007
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 20 NA NA NA NA NA NA NA NA NA 14908.026 18.86 0
cuts_long_bayes_r1 20 NA NA NA NA NA NA NA NA NA 14312.67 362.731 0.001
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 23 NA NA NA NA NA NA NA NA NA 14627.123 21.853 0.353
tso_long_bayes_r1 23 NA NA NA NA NA NA NA NA NA 12846.615 1363.93 NA
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 16 NA NA NA NA NA NA NA NA NA 15457.537 15.865 0
msst_long_bayes_r2 16 NA NA NA NA NA NA NA NA NA 15120.54 124.034 0.015
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 20 NA NA NA NA NA NA NA NA NA 14611.722 18.804 0.009
cuts_long_bayes_r2 20 NA NA NA NA NA NA NA NA NA 14054.534 355.082 0.054
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 23 NA NA NA NA NA NA NA NA NA 14425.408 22.1 0.29
tso_long_bayes_r2 23 NA NA NA NA NA NA NA NA NA 12700.495 1367.143 NA
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 16 NA NA NA NA NA NA NA NA NA 15474.062 15.469 0
msst_long_bayes_r3 16 NA NA NA NA NA NA NA NA NA 15135.568 126.679 0.003
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r3 20 NA NA NA NA NA NA NA NA NA 14496.799 18.849 0.001
cuts_long_bayes_r3 20 NA NA NA NA NA NA NA NA NA 13909.135 359.158 0.012
tso_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r3 23 NA NA NA NA NA NA NA NA NA 14249.661 21.745 0.244
tso_long_bayes_r3 23 NA NA NA NA NA NA NA NA NA 12475.973 1374.231 NA
msst_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r4 16 NA NA NA NA NA NA NA NA NA 15672.452 15.829 0
msst_long_bayes_r4 16 NA NA NA NA NA NA NA NA NA 15342.313 126.718 0.004
cuts_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r4 20 NA NA NA NA NA NA NA NA NA 14600.233 19.037 0.177
cuts_long_bayes_r4 20 NA NA NA NA NA NA NA NA NA 13997.701 364.44 0.021
tso_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r4 23 NA NA NA NA NA NA NA NA NA 14422.016 21.878 0.797
tso_long_bayes_r4 23 NA NA NA NA NA NA NA NA NA 12670.367 1389.935 NA
msst_wide_ml_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
