\# Parameters Chitest df Chipval CFI TLI RMSEA AIC BIC aBIC DIC pD ppp
msst_wide_ml_r1 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_long_ml_r1 16 595.204 8 0 0.847 0.77 0.221 17866.81 17951.821 17900.994 NA NA NA
msst_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r1 20 2475.308 1870 0 0.887 0.893 0.057 17284.811 17336.914 17273.749 NA NA NA
cuts_long_ml_r1 20 5.205 4 0.2669 1 0.999 0.014 17284.811 17391.075 17327.541 NA NA NA
cuts_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r1 23 2471.991 1867 0 0.888 0.893 0.057 17287.494 17347.413 17274.773 NA NA NA
tso_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r2 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_long_ml_r2 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r2 20 2528.546 1870 0 0.878 0.884 0.059 17110.536 17162.639 17099.474 NA NA NA
cuts_long_ml_r2 20 1.081 4 0.8973 1 1.002 0 17110.536 17216.8 17153.266 NA NA NA
cuts_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r2 23 2526.738 1867 0 0.878 0.884 0.059 17114.728 17174.647 17102.007 NA NA NA
tso_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r3 16 2933.918 1874 0 0.807 0.818 0.075 17795.96 17837.643 17787.111 NA NA NA
msst_long_ml_r3 16 570.869 8 0 0.861 0.792 0.217 17793.874 17878.885 17828.058 NA NA NA
msst_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r3 20 2370.521 1870 0 0.909 0.914 0.052 17240.563 17292.666 17229.501 NA NA NA
cuts_long_ml_r3 20 9.558 4 0.0486 0.999 0.996 0.03 17240.563 17346.827 17283.293 NA NA NA
cuts_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r3 23 2359.911 1867 0 0.91 0.915 0.051 17235.953 17295.872 17223.232 NA NA NA
