ParametersN Chitest df Chipval CFI TLI RMSEA AIC BIC aBIC DIC pD ppp
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 16 NA NA NA NA NA NA NA NA NA 10931.045 16.22 0.855
msst_long_bayes_r1 16 NA NA NA NA NA NA NA NA NA 10847.486 108.361 0.475
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 20 NA NA NA NA NA NA NA NA NA 10937.499 16.568 0.822
cuts_long_bayes_r1 20 NA NA NA NA NA NA NA NA NA 10856.452 131.465 0.503
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 23 NA NA NA NA NA NA NA NA NA 10944.122 18.393 0.798
tso_long_bayes_r1 23 NA NA NA NA NA NA NA NA NA 9224.349 983.674 NA
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 16 NA NA NA NA NA NA NA NA NA 11106.959 15.972 0.685
msst_long_bayes_r2 16 NA NA NA NA NA NA NA NA NA 11043.58 102.345 0.555
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 20 NA NA NA NA NA NA NA NA NA 11110.864 17.343 0.677
cuts_long_bayes_r2 20 NA NA NA NA NA NA NA NA NA 11048.674 142.256 0.567
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 23 NA NA NA NA NA NA NA NA NA 11114.408 19.141 0.649
tso_long_bayes_r2 23 NA NA NA NA NA NA NA NA NA 9370.138 1000.643 NA
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 16 NA NA NA NA NA NA NA NA NA 10995.97 16.061 0.181
msst_long_bayes_r3 16 NA NA NA NA NA NA NA NA NA 10929.903 103.226 0.462
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r3 20 NA NA NA NA NA NA NA NA NA 11002.604 16.885 0.149
cuts_long_bayes_r3 20 NA NA NA NA NA NA NA NA NA 10939.557 130.582 0.445
tso_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r3 23 NA NA NA NA NA NA NA NA NA 11008.475 18.315 0.125
tso_long_bayes_r3 23 NA NA NA NA NA NA NA NA NA 9255.789 989.207 NA
msst_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r4 16 NA NA NA NA NA NA NA NA NA 11147.699 16.213 0.494
msst_long_bayes_r4 16 NA NA NA NA NA NA NA NA NA 11086.364 101.077 0.424
cuts_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r4 20 NA NA NA NA NA NA NA NA NA 11151.493 17.149 0.475
cuts_long_bayes_r4 20 NA NA NA NA NA NA NA NA NA 11092.653 140.664 0.408
tso_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r4 23 NA NA NA NA NA NA NA NA NA 11156.4 19.35 0.45
tso_long_bayes_r4 23 NA NA NA NA NA NA NA NA NA 9370.219 1003.179 NA
msst_wide_ml_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
