\# Parameters Chitest df Chipval CFI TLI RMSEA AIC BIC aBIC DIC pD ppp
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 16 NA NA NA NA NA NA NA NA NA 13197.458 16.032 0.625
msst_long_bayes_r1 16 NA NA NA NA NA NA NA NA NA 13014.393 121.532 0.499
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 20 NA NA NA NA NA NA NA NA NA 13203.127 17.221 0.675
cuts_long_bayes_r1 20 NA NA NA NA NA NA NA NA NA 13020.747 154.754 0.531
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 23 NA NA NA NA NA NA NA NA NA 13204.838 18.265 0.657
tso_long_bayes_r1 23 NA NA NA NA NA NA NA NA NA 11332.292 1347.552 NA
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 16 NA NA NA NA NA NA NA NA NA 13355.264 16.054 0.482
msst_long_bayes_r2 16 NA NA NA NA NA NA NA NA NA 13174.916 122.339 0.538
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 20 NA NA NA NA NA NA NA NA NA 13358.272 17.977 0.481
cuts_long_bayes_r2 20 NA NA NA NA NA NA NA NA NA 13178.192 170.556 0.506
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 23 NA NA NA NA NA NA NA NA NA 13361.688 19.201 0.471
tso_long_bayes_r2 23 NA NA NA NA NA NA NA NA NA 11378.271 1374.679 NA
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 16 NA NA NA NA NA NA NA NA NA 13375.654 15.862 0.446
msst_long_bayes_r3 16 NA NA NA NA NA NA NA NA NA 13212.683 119.787 0.515
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r3 20 NA NA NA NA NA NA NA NA NA 13383.494 16.618 0.426
cuts_long_bayes_r3 20 NA NA NA NA NA NA NA NA NA 13222.144 140.76 0.442
tso_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r3 23 NA NA NA NA NA NA NA NA NA 13387.743 17.225 0.401
tso_long_bayes_r3 23 NA NA NA NA NA NA NA NA NA 11485.925 1350.136 NA
msst_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r4 16 NA NA NA NA NA NA NA NA NA 13353.876 16.083 0.254
msst_long_bayes_r4 16 NA NA NA NA NA NA NA NA NA 13175.988 121.034 0.433
cuts_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r4 20 NA NA NA NA NA NA NA NA NA 13359.775 17.115 0.234
cuts_long_bayes_r4 20 NA NA NA NA NA NA NA NA NA 13185.261 154.341 0.42
tso_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r4 23 NA NA NA NA NA NA NA NA NA 13364.68 18.1 0.271
tso_long_bayes_r4 23 NA NA NA NA NA NA NA NA NA 11518.009 1343.456 NA
msst_wide_ml_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
