ParametersN Chitest df Chipval CFI TLI RMSEA AIC BIC aBIC DIC pD ppp
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 16 NA NA NA NA NA NA NA NA NA 14166.405 16.181 0.007
msst_long_bayes_r1 16 NA NA NA NA NA NA NA NA NA 14064.239 109.941 0.501
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 20 NA NA NA NA NA NA NA NA NA 14099.404 18.293 0.009
cuts_long_bayes_r1 20 NA NA NA NA NA NA NA NA NA 13964.519 234.86 0.486
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 23 NA NA NA NA NA NA NA NA NA 13849.624 20.548 0.517
tso_long_bayes_r1 23 NA NA NA NA NA NA NA NA NA 11679.004 1449.01 NA
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 16 NA NA NA NA NA NA NA NA NA 14380.315 15.708 0
msst_long_bayes_r2 16 NA NA NA NA NA NA NA NA NA 14285.592 109.282 0.449
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 20 NA NA NA NA NA NA NA NA NA 14298.853 18.828 0.001
cuts_long_bayes_r2 20 NA NA NA NA NA NA NA NA NA 14154.979 245.574 0.381
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 23 NA NA NA NA NA NA NA NA NA 13990.315 20.149 0.548
tso_long_bayes_r2 23 NA NA NA NA NA NA NA NA NA 11752.663 1463.577 NA
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 16 NA NA NA NA NA NA NA NA NA 14322.745 16.005 0.001
msst_long_bayes_r3 16 NA NA NA NA NA NA NA NA NA 14209.039 112.877 0.396
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r3 20 NA NA NA NA NA NA NA NA NA 14212.29 19.129 0.004
cuts_long_bayes_r3 20 NA NA NA NA NA NA NA NA NA 14045.965 257.521 0.323
tso_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r3 23 NA NA NA NA NA NA NA NA NA 13932.565 21.115 0.456
tso_long_bayes_r3 23 NA NA NA NA NA NA NA NA NA 11684.14 1458.671 NA
msst_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r4 16 NA NA NA NA NA NA NA NA NA 13704.545 15.979 0.161
msst_long_bayes_r4 16 NA NA NA NA NA NA NA NA NA 13597.992 110.506 0.487
cuts_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r4 20 NA NA NA NA NA NA NA NA NA 13650.438 19.077 0.223
cuts_long_bayes_r4 20 NA NA NA NA NA NA NA NA NA 13519.696 231.735 0.434
tso_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r4 23 NA NA NA NA NA NA NA NA NA 13457.132 21.421 0.799
tso_long_bayes_r4 23 NA NA NA NA NA NA NA NA NA 11243.079 1441.875 NA
msst_wide_ml_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
