\# Parameters Chitest df Chipval CFI TLI RMSEA AIC BIC aBIC DIC pD ppp
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 16 NA NA NA NA NA NA NA NA NA 17800.252 15.933 0.518
msst_long_bayes_r1 16 NA NA NA NA NA NA NA NA NA 17590.652 128.479 0.499
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 20 NA NA NA NA NA NA NA NA NA 17805.833 17.125 0.542
cuts_long_bayes_r1 20 NA NA NA NA NA NA NA NA NA 17600.8 158.147 0.479
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 23 NA NA NA NA NA NA NA NA NA 17810.249 18.51 0.526
tso_long_bayes_r1 23 NA NA NA NA NA NA NA NA NA 15267.723 1797.132 NA
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 16 NA NA NA NA NA NA NA NA NA 17685.817 16.054 0.405
msst_long_bayes_r2 16 NA NA NA NA NA NA NA NA NA 17479.882 128.129 0.41
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 20 NA NA NA NA NA NA NA NA NA 17692.276 17.149 0.388
cuts_long_bayes_r2 20 NA NA NA NA NA NA NA NA NA 17488.837 154.9 0.412
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 23 NA NA NA NA NA NA NA NA NA 17696.138 18.223 0.381
tso_long_bayes_r2 23 NA NA NA NA NA NA NA NA NA 15208.801 1780.017 NA
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 16 NA NA NA NA NA NA NA NA NA 17626.554 16.245 0.489
msst_long_bayes_r3 16 NA NA NA NA NA NA NA NA NA 17429.188 127.761 0.523
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r3 20 NA NA NA NA NA NA NA NA NA 17632.181 16.907 0.505
cuts_long_bayes_r3 20 NA NA NA NA NA NA NA NA NA 17435.225 149.885 0.469
tso_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r3 23 NA NA NA NA NA NA NA NA NA 17636.038 18.086 0.531
tso_long_bayes_r3 23 NA NA NA NA NA NA NA NA NA 15165.56 1778.668 NA
msst_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r4 16 NA NA NA NA NA NA NA NA NA 17898.341 16.124 0.45
msst_long_bayes_r4 16 NA NA NA NA NA NA NA NA NA 17684.849 128.019 0.502
cuts_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r4 20 NA NA NA NA NA NA NA NA NA 17903.359 16.771 0.461
cuts_long_bayes_r4 20 NA NA NA NA NA NA NA NA NA 17689.761 153.992 0.494
tso_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r4 23 NA NA NA NA NA NA NA NA NA 17907.608 17.986 0.457
tso_long_bayes_r4 23 NA NA NA NA NA NA NA NA NA 15435.657 1776.914 NA
msst_wide_ml_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
