\# Parameters Chitest df Chipval CFI TLI RMSEA AIC BIC aBIC DIC pD ppp
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 16 NA NA NA NA NA NA NA NA NA 17299.462 15.693 0
msst_long_bayes_r1 16 NA NA NA NA NA NA NA NA NA 17091.615 128.089 0.131
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 20 NA NA NA NA NA NA NA NA NA 16800.662 18.896 0
cuts_long_bayes_r1 20 NA NA NA NA NA NA NA NA NA 16440.718 328.464 0.094
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 23 NA NA NA NA NA NA NA NA NA 16504.974 22.026 0.323
tso_long_bayes_r1 23 NA NA NA NA NA NA NA NA NA 14163.68 1514.907 NA
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_long_bayes_r2 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 20 NA NA NA NA NA NA NA NA NA 16829.277 18.841 0
cuts_long_bayes_r2 20 NA NA NA NA NA NA NA NA NA 16526.344 317.232 0.11
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 23 NA NA NA NA NA NA NA NA NA 16544.308 21.902 0.319
tso_long_bayes_r2 23 NA NA NA NA NA NA NA NA NA 14270.131 1510.772 NA
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 16 NA NA NA NA NA NA NA NA NA 16971.31 15.518 0
msst_long_bayes_r3 16 NA NA NA NA NA NA NA NA NA 16736.987 125.241 0.347
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r3 20 NA NA NA NA NA NA NA NA NA 16537.579 18.712 0.001
cuts_long_bayes_r3 20 NA NA NA NA NA NA NA NA NA 16186.458 319.232 0.264
tso_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r3 23 NA NA NA NA NA NA NA NA NA 16273.688 21.868 0.648
tso_long_bayes_r3 23 NA NA NA NA NA NA NA NA NA 13970.58 1505.128 NA
msst_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r4 16 NA NA NA NA NA NA NA NA NA 17004.438 15.698 0
msst_long_bayes_r4 16 NA NA NA NA NA NA NA NA NA 16796.782 125.17 0.182
cuts_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r4 20 NA NA NA NA NA NA NA NA NA 16646.18 19.046 0
cuts_long_bayes_r4 20 NA NA NA NA NA NA NA NA NA 16312.446 319.775 0.13
tso_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r4 23 NA NA NA NA NA NA NA NA NA 16396.217 22.026 0.155
tso_long_bayes_r4 23 NA NA NA NA NA NA NA NA NA 14191.591 1495.268 NA
msst_wide_ml_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
