ParametersN Chitest df Chipval CFI TLI RMSEA AIC BIC aBIC DIC pD ppp
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 16 NA NA NA NA NA NA NA NA NA 13596.124 15.989 0.684
msst_long_bayes_r1 16 NA NA NA NA NA NA NA NA NA 13525.594 105.933 0.503
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 20 NA NA NA NA NA NA NA NA NA 13599.978 17.593 0.659
cuts_long_bayes_r1 20 NA NA NA NA NA NA NA NA NA 13532.582 150.057 0.495
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 23 NA NA NA NA NA NA NA NA NA 13600.706 18.401 0.669
tso_long_bayes_r1 23 NA NA NA NA NA NA NA NA NA 11271.186 1430.668 NA
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 16 NA NA NA NA NA NA NA NA NA 13765.444 16.294 0.51
msst_long_bayes_r2 16 NA NA NA NA NA NA NA NA NA 13679.222 109.837 0.509
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 20 NA NA NA NA NA NA NA NA NA 13771.856 16.815 0.47
cuts_long_bayes_r2 20 NA NA NA NA NA NA NA NA NA 13685.277 132.765 0.527
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 23 NA NA NA NA NA NA NA NA NA 13773.232 17.125 0.477
tso_long_bayes_r2 23 NA NA NA NA NA NA NA NA NA 11610.684 1399.199 NA
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 16 NA NA NA NA NA NA NA NA NA 13502.054 16.069 0.592
msst_long_bayes_r3 16 NA NA NA NA NA NA NA NA NA 13404.597 112.705 0.44
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r3 20 NA NA NA NA NA NA NA NA NA 13508.143 16.938 0.571
cuts_long_bayes_r3 20 NA NA NA NA NA NA NA NA NA 13410.752 142.007 0.424
tso_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r3 23 NA NA NA NA NA NA NA NA NA 13512.656 17.73 0.533
tso_long_bayes_r3 23 NA NA NA NA NA NA NA NA NA 11327.485 1400.852 NA
msst_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r4 16 NA NA NA NA NA NA NA NA NA 13731.022 16.016 0.525
msst_long_bayes_r4 16 NA NA NA NA NA NA NA NA NA 13616.453 114.193 0.489
cuts_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r4 20 NA NA NA NA NA NA NA NA NA 13736.131 16.504 0.486
cuts_long_bayes_r4 20 NA NA NA NA NA NA NA NA NA 13627.286 146.568 0.485
tso_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r4 23 NA NA NA NA NA NA NA NA NA 13737.812 17.923 0.501
tso_long_bayes_r4 23 NA NA NA NA NA NA NA NA NA 11466.773 1416.115 NA
msst_wide_ml_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
