\# Parameters Chitest df Chipval CFI TLI RMSEA AIC BIC aBIC DIC pD ppp
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 16 NA NA NA NA NA NA NA NA NA 16085.69 15.636 0.854
msst_long_bayes_r1 16 NA NA NA NA NA NA NA NA NA 15907.43 126.711 0.361
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 20 NA NA NA NA NA NA NA NA NA 16090.762 17.622 0.843
cuts_long_bayes_r1 20 NA NA NA NA NA NA NA NA NA 15914.62 163.436 0.409
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 23 NA NA NA NA NA NA NA NA NA 16089.455 18.583 0.849
tso_long_bayes_r1 23 NA NA NA NA NA NA NA NA NA 13938.245 1406.932 NA
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 16 NA NA NA NA NA NA NA NA NA 15991.573 15.793 0.738
msst_long_bayes_r2 16 NA NA NA NA NA NA NA NA NA 15842.055 126.022 0.317
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 20 NA NA NA NA NA NA NA NA NA 16000.747 16.65 0.716
cuts_long_bayes_r2 20 NA NA NA NA NA NA NA NA NA 15844.527 132.099 0.372
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 23 NA NA NA NA NA NA NA NA NA 16003.524 16.223 0.707
tso_long_bayes_r2 23 NA NA NA NA NA NA NA NA NA 13867.55 1382.188 NA
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 16 NA NA NA NA NA NA NA NA NA 15980.444 15.637 0.551
msst_long_bayes_r3 16 NA NA NA NA NA NA NA NA NA 15821.029 126.768 0.527
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r3 20 NA NA NA NA NA NA NA NA NA 15987.236 17.381 0.529
cuts_long_bayes_r3 20 NA NA NA NA NA NA NA NA NA 15826.011 153.466 0.566
tso_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r3 23 NA NA NA NA NA NA NA NA NA 15990.859 18.184 0.513
tso_long_bayes_r3 23 NA NA NA NA NA NA NA NA NA 13740.783 1414.413 NA
msst_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r4 16 NA NA NA NA NA NA NA NA NA 15861.658 15.687 0.272
msst_long_bayes_r4 16 NA NA NA NA NA NA NA NA NA 15712.472 126.216 0.539
cuts_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r4 20 NA NA NA NA NA NA NA NA NA 15868.101 17.381 0.259
cuts_long_bayes_r4 20 NA NA NA NA NA NA NA NA NA 15719.291 156.404 0.534
tso_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r4 23 NA NA NA NA NA NA NA NA NA 15871.289 18.463 0.248
tso_long_bayes_r4 23 NA NA NA NA NA NA NA NA NA 13703.396 1409.678 NA
msst_wide_ml_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
