ParametersN Chitest df Chipval CFI TLI RMSEA AIC BIC aBIC DIC pD ppp
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 16 NA NA NA NA NA NA NA NA NA 18543.24 16.23 0.003
msst_long_bayes_r1 16 NA NA NA NA NA NA NA NA NA 18333.101 123.547 0.389
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 20 NA NA NA NA NA NA NA NA NA 18212.266 18.741 0.021
cuts_long_bayes_r1 20 NA NA NA NA NA NA NA NA NA 17908.941 308.619 0.248
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 23 NA NA NA NA NA NA NA NA NA 17847.965 21.897 0.477
tso_long_bayes_r1 23 NA NA NA NA NA NA NA NA NA 15298.268 1840.171 NA
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 16 NA NA NA NA NA NA NA NA NA 18605.43 16.221 0
msst_long_bayes_r2 16 NA NA NA NA NA NA NA NA NA 18388.055 123.938 0.348
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 20 NA NA NA NA NA NA NA NA NA 18284.504 18.771 0.009
cuts_long_bayes_r2 20 NA NA NA NA NA NA NA NA NA 17967.641 313.253 0.226
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 23 NA NA NA NA NA NA NA NA NA 17890.349 21.884 0.417
tso_long_bayes_r2 23 NA NA NA NA NA NA NA NA NA 15409.287 1819.474 NA
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 16 NA NA NA NA NA NA NA NA NA 18800.927 15.641 0
msst_long_bayes_r3 16 NA NA NA NA NA NA NA NA NA 18542.616 123.589 0.236
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r3 20 NA NA NA NA NA NA NA NA NA 18350.158 18.976 0.021
cuts_long_bayes_r3 20 NA NA NA NA NA NA NA NA NA 17972.114 319.289 0.259
tso_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r3 23 NA NA NA NA NA NA NA NA NA 18032.646 21.782 0.36
tso_long_bayes_r3 23 NA NA NA NA NA NA NA NA NA 15452.015 1860.962 NA
msst_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r4 16 NA NA NA NA NA NA NA NA NA 18471.385 16.127 0.001
msst_long_bayes_r4 16 NA NA NA NA NA NA NA NA NA 18267.558 124.351 0.287
cuts_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r4 20 NA NA NA NA NA NA NA NA NA 18106.015 18.562 0.049
cuts_long_bayes_r4 20 NA NA NA NA NA NA NA NA NA 17789.892 309.766 0.127
tso_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r4 23 NA NA NA NA NA NA NA NA NA 17761.642 21.279 0.615
tso_long_bayes_r4 23 NA NA NA NA NA NA NA NA NA 15260.047 1825.614 NA
msst_wide_ml_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
