ParametersN Chitest df Chipval CFI TLI RMSEA AIC BIC aBIC DIC pD ppp
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 16 NA NA NA NA NA NA NA NA NA 10302.406 16.059 0.048
msst_long_bayes_r1 16 NA NA NA NA NA NA NA NA NA 10092.879 122.109 0.452
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 20 NA NA NA NA NA NA NA NA NA 10307.975 16.934 0.044
cuts_long_bayes_r1 20 NA NA NA NA NA NA NA NA NA 10100.308 153.761 0.449
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 23 NA NA NA NA NA NA NA NA NA 10312.888 19.115 0.036
tso_long_bayes_r1 23 NA NA NA NA NA NA NA NA NA 9151.686 900.582 NA
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 16 NA NA NA NA NA NA NA NA NA 10457.084 15.898 0.207
msst_long_bayes_r2 16 NA NA NA NA NA NA NA NA NA 10203.67 122.38 0.534
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 20 NA NA NA NA NA NA NA NA NA 10462.286 16.858 0.171
cuts_long_bayes_r2 20 NA NA NA NA NA NA NA NA NA 10212.065 156.926 0.539
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 23 NA NA NA NA NA NA NA NA NA 10468.42 18.663 0.155
tso_long_bayes_r2 23 NA NA NA NA NA NA NA NA NA 9428.986 859.477 NA
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 16 NA NA NA NA NA NA NA NA NA 10315.646 15.984 0.489
msst_long_bayes_r3 16 NA NA NA NA NA NA NA NA NA 10114.672 121.379 0.477
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r3 20 NA NA NA NA NA NA NA NA NA 10322.216 16.87 0.436
cuts_long_bayes_r3 20 NA NA NA NA NA NA NA NA NA 10119.639 147.454 0.457
tso_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r3 23 NA NA NA NA NA NA NA NA NA 10326.946 18.07 0.409
tso_long_bayes_r3 23 NA NA NA NA NA NA NA NA NA 9238.33 880.499 NA
msst_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r4 16 NA NA NA NA NA NA NA NA NA 10293.119 16.101 0.498
msst_long_bayes_r4 16 NA NA NA NA NA NA NA NA NA 10064.135 122.608 0.507
cuts_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r4 20 NA NA NA NA NA NA NA NA NA 10299.548 16.742 0.453
cuts_long_bayes_r4 20 NA NA NA NA NA NA NA NA NA 10071.615 148.74 0.507
tso_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r4 23 NA NA NA NA NA NA NA NA NA 10305.269 18.438 0.424
tso_long_bayes_r4 23 NA NA NA NA NA NA NA NA NA 9184.264 878.299 NA
msst_wide_ml_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
