ParametersN Chitest df Chipval CFI TLI RMSEA AIC BIC aBIC DIC pD ppp
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 16 NA NA NA NA NA NA NA NA NA 20845.965 15.884 0.001
msst_long_bayes_r1 16 NA NA NA NA NA NA NA NA NA 20708.27 118.788 0.493
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 20 NA NA NA NA NA NA NA NA NA 20706.097 19.411 0.003
cuts_long_bayes_r1 20 NA NA NA NA NA NA NA NA NA 20521.192 273.151 0.44
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 23 NA NA NA NA NA NA NA NA NA 20304.82 21.598 0.28
tso_long_bayes_r1 23 NA NA NA NA NA NA NA NA NA 17083.536 1961.209 NA
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 16 NA NA NA NA NA NA NA NA NA 20770.055 15.995 0
msst_long_bayes_r2 16 NA NA NA NA NA NA NA NA NA 20636.597 119.911 0.344
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 20 NA NA NA NA NA NA NA NA NA 20638.637 19.29 0.003
cuts_long_bayes_r2 20 NA NA NA NA NA NA NA NA NA 20460.772 269.907 0.259
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 23 NA NA NA NA NA NA NA NA NA 20211.238 21.5 0.416
tso_long_bayes_r2 23 NA NA NA NA NA NA NA NA NA 16961.717 1953.807 NA
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 16 NA NA NA NA NA NA NA NA NA 20739.274 16.016 0.012
msst_long_bayes_r3 16 NA NA NA NA NA NA NA NA NA 20632.042 114.628 0.523
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r3 20 NA NA NA NA NA NA NA NA NA 20650.29 19.187 0.035
cuts_long_bayes_r3 20 NA NA NA NA NA NA NA NA NA 20516.929 244.744 0.51
tso_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r3 23 NA NA NA NA NA NA NA NA NA 20309.531 21.283 0.556
tso_long_bayes_r3 23 NA NA NA NA NA NA NA NA NA 17051.74 1951.053 NA
msst_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r4 16 NA NA NA NA NA NA NA NA NA 20682.322 16.236 0.001
msst_long_bayes_r4 16 NA NA NA NA NA NA NA NA NA 20559.687 118.344 0.228
cuts_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r4 20 NA NA NA NA NA NA NA NA NA 20589.557 18.964 0.007
cuts_long_bayes_r4 20 NA NA NA NA NA NA NA NA NA 20436.798 244.909 0.22
tso_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r4 23 NA NA NA NA NA NA NA NA NA 20205.663 20.087 0.315
tso_long_bayes_r4 23 NA NA NA NA NA NA NA NA NA 17089.222 1928.769 NA
msst_wide_ml_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
