ParametersN Chitest df Chipval CFI TLI RMSEA AIC BIC aBIC DIC pD ppp
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 16 NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r1 16 NA NA NA NA NA NA NA NA NA 101881.549 192.699 0
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 20 NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r1 20 NA NA NA NA NA NA NA NA NA 101027.804 357.226 0.052
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 23 NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r1 23 NA NA NA NA NA NA NA NA NA 84211.872 8383.043 NA
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 16 NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r2 16 NA NA NA NA NA NA NA NA NA 101941.26 182.172 0
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 20 NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r2 20 NA NA NA NA NA NA NA NA NA 101157.89 354.485 0.093
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 23 NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r2 23 NA NA NA NA NA NA NA NA NA 84456.402 8392.666 NA
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 16 NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r3 16 NA NA NA NA NA NA NA NA NA 102109.554 190.233 0
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r3 20 NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r3 20 NA NA NA NA NA NA NA NA NA 101390.959 353.184 0.23
tso_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r3 23 NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r3 23 NA NA NA NA NA NA NA NA NA 84299.217 8367.337 NA
msst_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r4 16 NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r4 16 NA NA NA NA NA NA NA NA NA 101657.726 194.766 0
cuts_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r4 20 NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r4 20 NA NA NA NA NA NA NA NA NA 100690.31 358.471 0.037
tso_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r4 23 NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r4 23 NA NA NA NA NA NA NA NA NA 83897.137 8405.648 NA
msst_wide_ml_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r5 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
