\# Parameters Chitest df Chipval CFI TLI RMSEA AIC BIC aBIC DIC pD ppp
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 16 NA NA NA NA NA NA NA NA NA 21545.709 16.161 0.001
msst_long_bayes_r1 16 NA NA NA NA NA NA NA NA NA 21335.417 133.764 0.566
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 20 NA NA NA NA NA NA NA NA NA 21552.193 16.98 0.001
cuts_long_bayes_r1 20 NA NA NA NA NA NA NA NA NA 21344.434 151.377 0.522
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 23 NA NA NA NA NA NA NA NA NA 21554.948 17.747 0.001
tso_long_bayes_r1 23 NA NA NA NA NA NA NA NA NA 18604.948 1860.564 NA
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 16 NA NA NA NA NA NA NA NA NA 21551.244 16.026 0.926
msst_long_bayes_r2 16 NA NA NA NA NA NA NA NA NA 21358.846 132.978 0.465
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 20 NA NA NA NA NA NA NA NA NA 21558.659 17.04 0.915
cuts_long_bayes_r2 20 NA NA NA NA NA NA NA NA NA 21364.53 147.584 0.458
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 23 NA NA NA NA NA NA NA NA NA 21559.342 17.344 0.914
tso_long_bayes_r2 23 NA NA NA NA NA NA NA NA NA 18711.335 1845.412 NA
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 16 NA NA NA NA NA NA NA NA NA 21442.188 16.07 0.506
msst_long_bayes_r3 16 NA NA NA NA NA NA NA NA NA 21248.797 133.127 0.566
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r3 20 NA NA NA NA NA NA NA NA NA 21449.046 17.155 0.49
cuts_long_bayes_r3 20 NA NA NA NA NA NA NA NA NA 21255.588 150.145 0.558
tso_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r3 23 NA NA NA NA NA NA NA NA NA 21451.901 17.609 0.475
tso_long_bayes_r3 23 NA NA NA NA NA NA NA NA NA 18756.937 1831.289 NA
msst_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r4 16 NA NA NA NA NA NA NA NA NA 21386.989 16.045 0.316
msst_long_bayes_r4 16 NA NA NA NA NA NA NA NA NA 21181.846 133.544 0.321
cuts_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r4 20 NA NA NA NA NA NA NA NA NA 21392.91 17.335 0.312
cuts_long_bayes_r4 20 NA NA NA NA NA NA NA NA NA 21187.058 154.11 0.293
tso_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r4 23 NA NA NA NA NA NA NA NA NA 21396.81 18.034 0.305
tso_long_bayes_r4 23 NA NA NA NA NA NA NA NA NA 18516.266 1854.569 NA
msst_wide_ml_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
