\# Parameters Chitest df Chipval CFI TLI RMSEA AIC BIC aBIC DIC pD ppp
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 16 NA NA NA NA NA NA NA NA NA 10388.746 15.743 0
msst_long_bayes_r1 16 NA NA NA NA NA NA NA NA NA 10126.646 118.12 0.005
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 20 NA NA NA NA NA NA NA NA NA 9876.247 18.946 0.08
cuts_long_bayes_r1 20 NA NA NA NA NA NA NA NA NA 9404.724 336.452 0.013
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 23 NA NA NA NA NA NA NA NA NA 9749.812 22.385 0.797
tso_long_bayes_r1 23 NA NA NA NA NA NA NA NA NA 8577.733 943.779 NA
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 16 NA NA NA NA NA NA NA NA NA 10221.13 15.98 0
msst_long_bayes_r2 16 NA NA NA NA NA NA NA NA NA 9977.418 117.888 0.173
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 20 NA NA NA NA NA NA NA NA NA 9767.991 18.585 0.008
cuts_long_bayes_r2 20 NA NA NA NA NA NA NA NA NA 9329.992 332.645 0.081
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 23 NA NA NA NA NA NA NA NA NA 9654.55 21.453 0.199
tso_long_bayes_r2 23 NA NA NA NA NA NA NA NA NA 8441.442 972.244 NA
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 16 NA NA NA NA NA NA NA NA NA 10555.924 15.908 0
msst_long_bayes_r3 16 NA NA NA NA NA NA NA NA NA 10313.824 118.409 0.15
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r3 20 NA NA NA NA NA NA NA NA NA 9983.772 18.804 0.019
cuts_long_bayes_r3 20 NA NA NA NA NA NA NA NA NA 9514.163 345.193 0.186
tso_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r3 23 NA NA NA NA NA NA NA NA NA 9860.984 22.003 0.518
tso_long_bayes_r3 23 NA NA NA NA NA NA NA NA NA 8669.182 971.064 NA
msst_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r4 16 NA NA NA NA NA NA NA NA NA 10531.48 16.155 0
msst_long_bayes_r4 16 NA NA NA NA NA NA NA NA NA 10288.802 117.579 0.025
cuts_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r4 20 NA NA NA NA NA NA NA NA NA 9968.66 18.42 0.001
cuts_long_bayes_r4 20 NA NA NA NA NA NA NA NA NA 9503.261 339.057 0.019
tso_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r4 23 NA NA NA NA NA NA NA NA NA 9813.493 21.244 0.084
tso_long_bayes_r4 23 NA NA NA NA NA NA NA NA NA 8577.39 958.413 NA
msst_wide_ml_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
