ParametersN Chitest df Chipval CFI TLI RMSEA AIC BIC aBIC DIC pD ppp
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 16 NA NA NA NA NA NA NA NA NA 22154 16.024 0.964
msst_long_bayes_r1 16 NA NA NA NA NA NA NA NA NA 22043.466 124.915 0.527
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 20 NA NA NA NA NA NA NA NA NA 22161.512 17.106 0.96
cuts_long_bayes_r1 20 NA NA NA NA NA NA NA NA NA 22051.422 140.604 0.527
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 23 NA NA NA NA NA NA NA NA NA 22166.014 17.65 0.956
tso_long_bayes_r1 23 NA NA NA NA NA NA NA NA NA 18748.009 1914.35 NA
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 16 NA NA NA NA NA NA NA NA NA 22157.501 16.29 0.121
msst_long_bayes_r2 16 NA NA NA NA NA NA NA NA NA 22041.37 126.549 0.43
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 20 NA NA NA NA NA NA NA NA NA 22162.11 17.476 0.12
cuts_long_bayes_r2 20 NA NA NA NA NA NA NA NA NA 22043.205 150.703 0.437
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 23 NA NA NA NA NA NA NA NA NA 22166.627 18.457 0.11
tso_long_bayes_r2 23 NA NA NA NA NA NA NA NA NA 18753.842 1921.246 NA
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 16 NA NA NA NA NA NA NA NA NA 21970.467 15.954 0.936
msst_long_bayes_r3 16 NA NA NA NA NA NA NA NA NA 21865.995 125.046 0.547
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r3 20 NA NA NA NA NA NA NA NA NA 21978.415 16.741 0.93
cuts_long_bayes_r3 20 NA NA NA NA NA NA NA NA NA 21870.779 133.147 0.521
tso_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r3 23 NA NA NA NA NA NA NA NA NA 21982.881 16.998 0.927
tso_long_bayes_r3 23 NA NA NA NA NA NA NA NA NA 18629.674 1903.033 NA
msst_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r4 16 NA NA NA NA NA NA NA NA NA 22205.561 16.258 0.462
msst_long_bayes_r4 16 NA NA NA NA NA NA NA NA NA 22092.334 124.869 0.491
cuts_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r4 20 NA NA NA NA NA NA NA NA NA 22211.116 16.817 0.44
cuts_long_bayes_r4 20 NA NA NA NA NA NA NA NA NA 22099.82 142.668 0.482
tso_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r4 23 NA NA NA NA NA NA NA NA NA 22215.256 17.623 0.432
tso_long_bayes_r4 23 NA NA NA NA NA NA NA NA NA 18762.533 1917.66 NA
msst_wide_ml_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
