ParametersN Chitest df Chipval CFI TLI RMSEA AIC BIC aBIC DIC pD ppp
msst_wide_ml_r1 16 5626.897 3304 0 0.774 0.784 0.084 21904.429 21946.111 21895.579 NA NA NA
msst_long_ml_r1 16 884.738 8 0 0.641 0.462 0.234 21899.892 21989.507 21938.674 NA NA NA
msst_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r1 20 4750.015 3300 0 0.859 0.865 0.066 21035.547 21087.65 21024.485 NA NA NA
cuts_long_ml_r1 20 12.393 4 0.0147 0.997 0.99 0.032 21035.547 21147.565 21084.024 NA NA NA
cuts_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r1 23 4746.589 3297 0 0.859 0.865 0.066 21038.121 21098.039 21025.4 NA NA NA
tso_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r2 16 6087.643 3304 0 0.691 0.704 0.092 22184.893 22226.576 22176.044 NA NA NA
msst_long_ml_r2 16 1207.669 8 0 0.494 0.241 0.274 22179.485 22269.1 22218.267 NA NA NA
msst_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r2 20 4875.548 3300 0 0.825 0.832 0.069 20980.798 21032.901 20969.736 NA NA NA
cuts_long_ml_r2 20 0.981 4 0.9126 1 1.004 0 20980.798 21092.816 21029.275 NA NA NA
cuts_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r2 23 4873.004 3297 0 0.825 0.832 0.069 20984.254 21044.173 20971.533 NA NA NA
tso_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r3 16 6120.768 3304 0 0.724 0.736 0.092 22450.531 22492.213 22441.681 NA NA NA
msst_long_ml_r3 16 1208.768 8 0 0.514 0.271 0.274 22445.289 22534.903 22484.071 NA NA NA
msst_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r3 20 4912.574 3300 0 0.842 0.849 0.07 21250.336 21302.439 21239.274 NA NA NA
cuts_long_ml_r3 20 5.815 4 0.2134 0.999 0.998 0.015 21250.336 21362.354 21298.813 NA NA NA
cuts_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r3 23 4910.499 3297 0 0.842 0.848 0.07 21254.261 21314.18 21241.54 NA NA NA
tso_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r4 16 6122.968 3304 0 0.695 0.709 0.092 21994.241 22035.923 21985.391 NA NA NA
msst_long_ml_r4 16 1055.988 8 0 0.569 0.354 0.256 21989.507 22079.122 22028.289 NA NA NA
msst_wide_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r4 20 5065.275 3300 0 0.809 0.817 0.073 20944.547 20996.65 20933.485 NA NA NA
cuts_long_ml_r4 20 3.027 4 0.5532 1 1.001 0 20944.547 21056.565 20993.024 NA NA NA
cuts_wide_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r4 23 5063.752 3297 0 0.809 0.817 0.073 20949.025 21008.944 20936.304 NA NA NA
tso_wide_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r5 16 6103.264 3304 0 0.705 0.718 0.092 22268.664 22310.347 22259.815 NA NA NA
msst_long_ml_r5 16 1181.74 8 0 0.489 0.234 0.271 22263.671 22353.285 22302.452 NA NA NA
msst_wide_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r5 20 4924.658 3300 0 0.829 0.836 0.07 21098.058 21150.162 21086.997 NA NA NA
cuts_long_ml_r5 20 8.128 4 0.087 0.998 0.995 0.023 21098.058 21210.077 21146.535 NA NA NA
cuts_wide_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r5 23 4920.392 3297 0 0.829 0.836 0.07 21099.793 21159.711 21087.072 NA NA NA
tso_wide_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r6 16 6288.331 3304 0 0.729 0.741 0.095 22147.09 22188.773 22138.241 NA NA NA
msst_long_ml_r6 16 1205.157 8 0 0.527 0.291 0.274 22141.876 22231.491 22180.658 NA NA NA
msst_wide_bayes_r6 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r6 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r6 20 5082.538 3300 0 0.838 0.845 0.073 20949.297 21001.4 20938.235 NA NA NA
cuts_long_ml_r6 20 4.578 4 0.3334 1 0.999 0.008 20949.297 21061.315 20997.774 NA NA NA
cuts_wide_bayes_r6 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r6 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r6 23 5082.138 3297 0 0.838 0.845 0.074 20954.897 21014.816 20942.176 NA NA NA
tso_wide_bayes_r6 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r6 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r7 16 5840.417 3304 0 0.774 0.784 0.088 22181.5 22223.182 22172.65 NA NA NA
msst_long_ml_r7 16 1007.938 8 0 0.615 0.422 0.25 22176.89 22266.505 22215.672 NA NA NA
msst_wide_bayes_r7 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r7 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r7 20 4830.37 3300 0 0.864 0.869 0.068 21179.452 21231.556 21168.391 NA NA NA
cuts_long_ml_r7 20 2.5 4 0.6446 1 1.002 0 21179.452 21291.47 21227.929 NA NA NA
cuts_wide_bayes_r7 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r7 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r7 23 4825.04 3297 0 0.864 0.869 0.068 21180.123 21240.041 21167.402 NA NA NA
tso_wide_bayes_r7 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r7 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r8 16 6370.271 3304 0 0.682 0.696 0.096 22228.943 22270.625 22220.093 NA NA NA
msst_long_ml_r8 16 1113.958 8 0 0.537 0.305 0.263 22224.049 22313.664 22262.831 NA NA NA
msst_wide_bayes_r8 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r8 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r8 20 5252.465 3300 0 0.798 0.806 0.077 21119.137 21171.24 21108.075 NA NA NA
cuts_long_ml_r8 20 1.045 4 0.9029 1 1.004 0 21119.137 21231.155 21167.614 NA NA NA
cuts_wide_bayes_r8 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r8 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r8 23 5252.085 3297 0 0.797 0.806 0.077 21124.756 21184.675 21112.035 NA NA NA
tso_wide_bayes_r8 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r8 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r9 16 5871.994 3304 0 0.75 0.761 0.088 22087.903 22129.586 22079.054 NA NA NA
msst_long_ml_r9 16 925.428 8 0 0.645 0.467 0.239 22083.305 22172.92 22122.087 NA NA NA
msst_wide_bayes_r9 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r9 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r9 20 4947.075 3300 0 0.84 0.847 0.071 21170.984 21223.088 21159.923 NA NA NA
cuts_long_ml_r9 20 5.107 4 0.2765 1 0.999 0.012 21170.984 21283.002 21219.461 NA NA NA
cuts_wide_bayes_r9 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r9 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r9 23 4945.097 3297 0 0.84 0.846 0.071 21175.006 21234.925 21162.285 NA NA NA
tso_wide_bayes_r9 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r9 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r10 16 6359.407 3304 0 0.7 0.713 0.096 22644.313 22685.996 22635.464 NA NA NA
msst_long_ml_r10 16 1251.658 8 0 0.464 0.197 0.279 22639.286 22728.9 22678.068 NA NA NA
