\# Parameters Chitest df Chipval CFI TLI RMSEA AIC BIC aBIC DIC pD ppp
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 16 NA NA NA NA NA NA NA NA NA 15289.716 16.14 0.72
msst_long_bayes_r1 16 NA NA NA NA NA NA NA NA NA 15192.284 114.636 0.493
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 20 NA NA NA NA NA NA NA NA NA 15295.499 16.793 0.695
cuts_long_bayes_r1 20 NA NA NA NA NA NA NA NA NA 15197.523 139.17 0.535
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 23 NA NA NA NA NA NA NA NA NA 15300.681 17.703 0.692
tso_long_bayes_r1 23 NA NA NA NA NA NA NA NA NA 12866.848 1434.842 NA
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 16 NA NA NA NA NA NA NA NA NA 14841.269 16.067 0.377
msst_long_bayes_r2 16 NA NA NA NA NA NA NA NA NA 14744.852 113.158 0.526
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 20 NA NA NA NA NA NA NA NA NA 14840.712 18.471 0.382
cuts_long_bayes_r2 20 NA NA NA NA NA NA NA NA NA 14743.676 168.291 0.513
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 23 NA NA NA NA NA NA NA NA NA 14842.768 19.556 0.382
tso_long_bayes_r2 23 NA NA NA NA NA NA NA NA NA 12373.711 1460.23 NA
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 16 NA NA NA NA NA NA NA NA NA 14983.78 16.279 0.282
msst_long_bayes_r3 16 NA NA NA NA NA NA NA NA NA 14913.351 109.493 0.523
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r3 20 NA NA NA NA NA NA NA NA NA 14987.682 16.935 0.293
cuts_long_bayes_r3 20 NA NA NA NA NA NA NA NA NA 14918.983 142.828 0.514
tso_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r3 23 NA NA NA NA NA NA NA NA NA 14993.636 18.782 0.251
tso_long_bayes_r3 23 NA NA NA NA NA NA NA NA NA 12552.163 1445.657 NA
msst_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r4 16 NA NA NA NA NA NA NA NA NA 15138.763 15.662 0.598
msst_long_bayes_r4 16 NA NA NA NA NA NA NA NA NA 15052.482 113.475 0.493
cuts_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r4 20 NA NA NA NA NA NA NA NA NA 15146.089 16.564 0.615
cuts_long_bayes_r4 20 NA NA NA NA NA NA NA NA NA 15059.495 132.75 0.481
tso_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r4 23 NA NA NA NA NA NA NA NA NA 15150.722 16.883 0.57
tso_long_bayes_r4 23 NA NA NA NA NA NA NA NA NA 12753.043 1428.057 NA
msst_wide_ml_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
