ParametersN Chitest df Chipval CFI TLI RMSEA AIC BIC aBIC DIC pD ppp
msst_wide_ml_r1 16 30870.604 7364 0 0.316 0.337 0.179 33014.828 33056.51 33005.978 NA NA NA
msst_long_ml_r1 16 5.552 8 0.6973 1 1 0 33014.458 33110.56 33059.722 NA NA NA
msst_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r1 20 30866.631 7360 0 0.316 0.336 0.179 33018.855 33070.959 33007.794 NA NA NA
cuts_long_ml_r1 20 1.949 4 0.7452 1 1.001 0 33018.855 33138.982 33075.435 NA NA NA
cuts_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r1 23 30862.824 7357 0 0.316 0.336 0.179 33021.048 33080.967 33008.327 NA NA NA
tso_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r2 16 31568.816 7364 0 0.297 0.318 0.181 33465.88 33507.563 33457.031 NA NA NA
msst_long_ml_r2 16 0.343 8 1 1 1.001 0 33466.066 33562.168 33511.33 NA NA NA
msst_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r2 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
cuts_long_ml_r2 20 0.485 4 0.975 1 1.001 0 33474.208 33594.335 33530.787 NA NA NA
cuts_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r2 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
tso_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r3 16 30794.265 7364 0 0.301 0.322 0.178 33266.046 33307.729 33257.197 NA NA NA
msst_long_ml_r3 16 2.179 8 0.975 1 1.001 0 33266.219 33362.321 33311.483 NA NA NA
msst_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r3 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
cuts_long_ml_r3 20 2.522 4 0.6408 1 1 0 33274.562 33394.689 33331.141 NA NA NA
cuts_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r3 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
tso_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r4 16 31709.458 7364 0 0.301 0.323 0.182 33134.025 33175.707 33125.175 NA NA NA
msst_long_ml_r4 16 3.555 8 0.8949 1 1.001 0 33134.284 33230.386 33179.548 NA NA NA
msst_wide_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
