ParametersN Chitest df Chipval CFI TLI RMSEA AIC BIC aBIC DIC pD ppp
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 16 NA NA NA NA NA NA NA NA NA 9538.218 16.102 0.081
msst_long_bayes_r1 16 NA NA NA NA NA NA NA NA NA 9413.496 110.365 0.516
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 20 NA NA NA NA NA NA NA NA NA 9321.572 19.186 0.826
cuts_long_bayes_r1 20 NA NA NA NA NA NA NA NA NA 9066.423 298.828 0.493
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 23 NA NA NA NA NA NA NA NA NA 9323.487 22.33 0.843
tso_long_bayes_r1 23 NA NA NA NA NA NA NA NA NA 7926.039 1064.141 NA
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 16 NA NA NA NA NA NA NA NA NA 9806.607 15.558 0.003
msst_long_bayes_r2 16 NA NA NA NA NA NA NA NA NA 9651.463 113.08 0.514
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 20 NA NA NA NA NA NA NA NA NA 9510.41 19.781 0.685
cuts_long_bayes_r2 20 NA NA NA NA NA NA NA NA NA 9196.414 317.065 0.34
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 23 NA NA NA NA NA NA NA NA NA 9512.004 21.927 0.687
tso_long_bayes_r2 23 NA NA NA NA NA NA NA NA NA 7980.717 1082.138 NA
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 16 NA NA NA NA NA NA NA NA NA 9652.012 15.6 0.003
msst_long_bayes_r3 16 NA NA NA NA NA NA NA NA NA 9505.308 110.34 0.478
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r3 20 NA NA NA NA NA NA NA NA NA 9368.231 19.681 0.559
cuts_long_bayes_r3 20 NA NA NA NA NA NA NA NA NA 9069.3 314.708 0.531
tso_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r3 23 NA NA NA NA NA NA NA NA NA 9373.004 22.004 0.533
tso_long_bayes_r3 23 NA NA NA NA NA NA NA NA NA 7949.053 1076.986 NA
msst_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r4 16 NA NA NA NA NA NA NA NA NA 9497.789 15.702 0.046
msst_long_bayes_r4 16 NA NA NA NA NA NA NA NA NA 9340.189 112.614 0.485
cuts_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r4 20 NA NA NA NA NA NA NA NA NA 9278.121 19.7 0.73
cuts_long_bayes_r4 20 NA NA NA NA NA NA NA NA NA 8992.956 304.904 0.501
tso_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r4 23 NA NA NA NA NA NA NA NA NA 9281.756 21.768 0.677
tso_long_bayes_r4 23 NA NA NA NA NA NA NA NA NA 7812.53 1073.927 NA
msst_wide_ml_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
