\# Parameters Chitest df Chipval CFI TLI RMSEA AIC BIC aBIC DIC pD ppp
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 16 NA NA NA NA NA NA NA NA NA 9328.892 16.235 0.001
msst_long_bayes_r1 16 NA NA NA NA NA NA NA NA NA 9176.054 111.606 0.348
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 20 NA NA NA NA NA NA NA NA NA 9138.17 19.035 0.013
cuts_long_bayes_r1 20 NA NA NA NA NA NA NA NA NA 8880.331 288.72 0.347
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 23 NA NA NA NA NA NA NA NA NA 9003.499 22.488 0.482
tso_long_bayes_r1 23 NA NA NA NA NA NA NA NA NA 7596.24 1015.659 NA
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 16 NA NA NA NA NA NA NA NA NA 9557.272 15.829 0
msst_long_bayes_r2 16 NA NA NA NA NA NA NA NA NA 9437.974 109.658 0.323
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 20 NA NA NA NA NA NA NA NA NA 9426.898 18.972 0.004
cuts_long_bayes_r2 20 NA NA NA NA NA NA NA NA NA 9223.85 270.278 0.293
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 23 NA NA NA NA NA NA NA NA NA 9250.876 21.55 0.471
tso_long_bayes_r2 23 NA NA NA NA NA NA NA NA NA 7823.38 1002.506 NA
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 16 NA NA NA NA NA NA NA NA NA 9277.662 15.966 0.001
msst_long_bayes_r3 16 NA NA NA NA NA NA NA NA NA 9134.743 112.333 0.367
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r3 20 NA NA NA NA NA NA NA NA NA 9100.235 18.76 0.021
cuts_long_bayes_r3 20 NA NA NA NA NA NA NA NA NA 8852.347 280.948 0.301
tso_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r3 23 NA NA NA NA NA NA NA NA NA 8942.04 21.597 0.586
tso_long_bayes_r3 23 NA NA NA NA NA NA NA NA NA 7622.197 979.864 NA
msst_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r4 16 NA NA NA NA NA NA NA NA NA 9250.677 16.184 0
msst_long_bayes_r4 16 NA NA NA NA NA NA NA NA NA 9128.235 109.854 0.359
cuts_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r4 20 NA NA NA NA NA NA NA NA NA 9126.836 19.029 0.007
cuts_long_bayes_r4 20 NA NA NA NA NA NA NA NA NA 8921.016 270.191 0.32
tso_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r4 23 NA NA NA NA NA NA NA NA NA 8982.509 21.901 0.286
tso_long_bayes_r4 23 NA NA NA NA NA NA NA NA NA 7625.619 1000.696 NA
msst_wide_ml_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
