ParametersN Chitest df Chipval CFI TLI RMSEA AIC BIC aBIC DIC pD ppp
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 16 NA NA NA NA NA NA NA NA NA 22850.569 16.089 0
msst_long_bayes_r1 16 NA NA NA NA NA NA NA NA NA 22392.556 129.437 0
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 20 NA NA NA NA NA NA NA NA NA 21335.82 18.932 0.065
cuts_long_bayes_r1 20 NA NA NA NA NA NA NA NA NA 20659.146 369.371 0.001
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 23 NA NA NA NA NA NA NA NA NA 20935.096 21.899 0.936
tso_long_bayes_r1 23 NA NA NA NA NA NA NA NA NA 18656.531 1774.615 NA
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 16 NA NA NA NA NA NA NA NA NA 22471.662 15.817 0
msst_long_bayes_r2 16 NA NA NA NA NA NA NA NA NA 22021.503 129.667 0.064
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 20 NA NA NA NA NA NA NA NA NA 21231.889 19.262 0.003
cuts_long_bayes_r2 20 NA NA NA NA NA NA NA NA NA 20587.513 364.297 0.02
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 23 NA NA NA NA NA NA NA NA NA 20947.289 21.938 0.153
tso_long_bayes_r2 23 NA NA NA NA NA NA NA NA NA 18578.803 1826.544 NA
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 16 NA NA NA NA NA NA NA NA NA 22780.896 16.133 0
msst_long_bayes_r3 16 NA NA NA NA NA NA NA NA NA 22337.211 131.238 0
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r3 20 NA NA NA NA NA NA NA NA NA 21246.914 19.103 0.001
cuts_long_bayes_r3 20 NA NA NA NA NA NA NA NA NA 20599.149 368.43 0.033
tso_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r3 23 NA NA NA NA NA NA NA NA NA 20945.012 21.776 0.069
tso_long_bayes_r3 23 NA NA NA NA NA NA NA NA NA 18660.723 1799.606 NA
msst_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r4 16 NA NA NA NA NA NA NA NA NA 22801.027 16.125 0
msst_long_bayes_r4 16 NA NA NA NA NA NA NA NA NA 22347.25 134.788 0
cuts_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r4 20 NA NA NA NA NA NA NA NA NA 21193.999 18.82 0.005
cuts_long_bayes_r4 20 NA NA NA NA NA NA NA NA NA 20526.029 367.227 0.016
tso_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r4 23 NA NA NA NA NA NA NA NA NA 20878.555 21.895 0.335
tso_long_bayes_r4 23 NA NA NA NA NA NA NA NA NA 18632.774 1778.428 NA
msst_wide_ml_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
