ParametersN Chitest df Chipval CFI TLI RMSEA AIC BIC aBIC DIC pD ppp
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 16 NA NA NA NA NA NA NA NA NA 12414.352 16.021 0.546
msst_long_bayes_r1 16 NA NA NA NA NA NA NA NA NA 12137.294 125.842 0.519
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 20 NA NA NA NA NA NA NA NA NA 12420.61 17.188 0.537
cuts_long_bayes_r1 20 NA NA NA NA NA NA NA NA NA 12143.28 157.593 0.477
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 23 NA NA NA NA NA NA NA NA NA 12424.748 18.127 0.533
tso_long_bayes_r1 23 NA NA NA NA NA NA NA NA NA 11152.17 1185.677 NA
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 16 NA NA NA NA NA NA NA NA NA 12512.523 15.917 0.817
msst_long_bayes_r2 16 NA NA NA NA NA NA NA NA NA 12250.006 125.645 0.471
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 20 NA NA NA NA NA NA NA NA NA 12517.838 16.968 0.835
cuts_long_bayes_r2 20 NA NA NA NA NA NA NA NA NA 12259.777 157.308 0.501
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 23 NA NA NA NA NA NA NA NA NA 12522.649 18.004 0.81
tso_long_bayes_r2 23 NA NA NA NA NA NA NA NA NA 11121.303 1223.228 NA
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 16 NA NA NA NA NA NA NA NA NA 12830.638 16.12 0.453
msst_long_bayes_r3 16 NA NA NA NA NA NA NA NA NA 12566.31 124.105 0.526
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r3 20 NA NA NA NA NA NA NA NA NA 12836.596 16.602 0.471
cuts_long_bayes_r3 20 NA NA NA NA NA NA NA NA NA 12577.569 151.98 0.503
tso_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r3 23 NA NA NA NA NA NA NA NA NA 12842.018 17.684 0.442
tso_long_bayes_r3 23 NA NA NA NA NA NA NA NA NA 11528.216 1202.961 NA
msst_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r4 16 NA NA NA NA NA NA NA NA NA 12338.958 16.011 0.566
msst_long_bayes_r4 16 NA NA NA NA NA NA NA NA NA 12074.671 126.047 0.495
cuts_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r4 20 NA NA NA NA NA NA NA NA NA 12344.011 17.395 0.583
cuts_long_bayes_r4 20 NA NA NA NA NA NA NA NA NA 12077.839 160.343 0.511
tso_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r4 23 NA NA NA NA NA NA NA NA NA 12349.022 18.47 0.591
tso_long_bayes_r4 23 NA NA NA NA NA NA NA NA NA 11044.16 1204.285 NA
msst_wide_ml_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
