ParametersN Chitest df Chipval CFI TLI RMSEA AIC BIC aBIC DIC pD ppp
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 16 NA NA NA NA NA NA NA NA NA 9953.052 16.174 0.015
msst_long_bayes_r1 16 NA NA NA NA NA NA NA NA NA 9870.87 111.116 0.495
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 20 NA NA NA NA NA NA NA NA NA 9707.67 19.78 0.823
cuts_long_bayes_r1 20 NA NA NA NA NA NA NA NA NA 9468.849 301.364 0.505
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 23 NA NA NA NA NA NA NA NA NA 9708.889 21.634 0.834
tso_long_bayes_r1 23 NA NA NA NA NA NA NA NA NA 8061.577 1114.298 NA
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_long_bayes_r2 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 20 NA NA NA NA NA NA NA NA NA 8393.054 -1200.337 0.098
cuts_long_bayes_r2 20 NA NA NA NA NA NA NA NA NA 9403.136 294.506 0.38
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 23 NA NA NA NA NA NA NA NA NA 9603.117 21.744 0.145
tso_long_bayes_r2 23 NA NA NA NA NA NA NA NA NA 8040.845 1107.587 NA
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 16 NA NA NA NA NA NA NA NA NA 9910.612 15.935 0.013
msst_long_bayes_r3 16 NA NA NA NA NA NA NA NA NA 9840.573 116.593 0.473
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r3 20 NA NA NA NA NA NA NA NA NA 9660.896 19.857 0.6
cuts_long_bayes_r3 20 NA NA NA NA NA NA NA NA NA 9431.584 297.686 0.376
tso_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r3 23 NA NA NA NA NA NA NA NA NA 9661.258 22.105 0.606
tso_long_bayes_r3 23 NA NA NA NA NA NA NA NA NA 7957.268 1124.1 NA
msst_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r4 16 NA NA NA NA NA NA NA NA NA 9826.345 13.772 0
msst_long_bayes_r4 16 NA NA NA NA NA NA NA NA NA 9742.31 113.179 0.465
cuts_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r4 20 NA NA NA NA NA NA NA NA NA 9540.499 19.968 0.402
cuts_long_bayes_r4 20 NA NA NA NA NA NA NA NA NA 9278.329 308.657 0.489
tso_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r4 23 NA NA NA NA NA NA NA NA NA 9544.848 22.088 0.429
tso_long_bayes_r4 23 NA NA NA NA NA NA NA NA NA 7819.098 1132.704 NA
msst_wide_ml_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
