\# Parameters Chitest df Chipval CFI TLI RMSEA AIC BIC aBIC DIC pD ppp
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 16 NA NA NA NA NA NA NA NA NA 18806.097 16.214 0.024
msst_long_bayes_r1 16 NA NA NA NA NA NA NA NA NA 18529.918 125.632 0.406
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 20 NA NA NA NA NA NA NA NA NA 18178.555 19.733 0.639
cuts_long_bayes_r1 20 NA NA NA NA NA NA NA NA NA 17726.533 347.591 0.462
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 23 NA NA NA NA NA NA NA NA NA 18180.513 21.573 0.619
tso_long_bayes_r1 23 NA NA NA NA NA NA NA NA NA 15431.881 1952.238 NA
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 16 NA NA NA NA NA NA NA NA NA 19073.555 15.692 0.004
msst_long_bayes_r2 16 NA NA NA NA NA NA NA NA NA 18771.767 123.997 0.117
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 20 NA NA NA NA NA NA NA NA NA 18244.412 19.534 0.547
cuts_long_bayes_r2 20 NA NA NA NA NA NA NA NA NA 17737.103 358.032 0.219
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 23 NA NA NA NA NA NA NA NA NA 18239.438 22.349 0.541
tso_long_bayes_r2 23 NA NA NA NA NA NA NA NA NA 15615.924 1934.684 NA
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 16 NA NA NA NA NA NA NA NA NA 18974.351 15.733 0.001
msst_long_bayes_r3 16 NA NA NA NA NA NA NA NA NA 18699.967 123.054 0.327
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r3 20 NA NA NA NA NA NA NA NA NA 18211.938 19.637 0.402
cuts_long_bayes_r3 20 NA NA NA NA NA NA NA NA NA 17744.673 353.699 0.522
tso_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r3 23 NA NA NA NA NA NA NA NA NA 18216.849 21.798 0.363
tso_long_bayes_r3 23 NA NA NA NA NA NA NA NA NA 15525.698 1957.108 NA
msst_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r4 16 NA NA NA NA NA NA NA NA NA 18701.714 15.9 0
msst_long_bayes_r4 16 NA NA NA NA NA NA NA NA NA 18397.328 125.67 0.276
cuts_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r4 20 NA NA NA NA NA NA NA NA NA 17998.082 19.303 0.305
cuts_long_bayes_r4 20 NA NA NA NA NA NA NA NA NA 17515.504 351.611 0.408
tso_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r4 23 NA NA NA NA NA NA NA NA NA 18000.298 21.689 0.292
tso_long_bayes_r4 23 NA NA NA NA NA NA NA NA NA 15304.036 1945.982 NA
msst_wide_ml_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
