\# Parameters Chitest df Chipval CFI TLI RMSEA AIC BIC aBIC DIC pD ppp
msst_wide_ml_r1 16 13251.528 3304 0 0.406 0.432 0.174 20623.442 20665.124 20614.592 NA NA NA
msst_long_ml_r1 16 1045.523 8 0 0.497 0.246 0.255 20619.353 20708.968 20658.135 NA NA NA
msst_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r1 20 12206.849 3300 0 0.468 0.491 0.164 19586.763 19638.866 19575.701 NA NA NA
cuts_long_ml_r1 20 4.933 4 0.2943 1 0.999 0.011 19586.763 19698.781 19635.24 NA NA NA
cuts_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r1 23 12203.06 3297 0 0.468 0.49 0.164 19588.974 19648.893 19576.253 NA NA NA
tso_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r2 16 13478.859 3304 0 0.358 0.386 0.175 19928.024 19969.707 19919.175 NA NA NA
msst_long_ml_r2 16 989.755 8 0 0.476 0.214 0.248 19924.117 20013.723 19962.89 NA NA NA
msst_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r2 20 12486.241 3300 0 0.421 0.445 0.167 18943.406 18995.509 18932.344 NA NA NA
cuts_long_ml_r2 20 1.044 4 0.903 1 1.005 0 18943.406 19055.414 18991.873 NA NA NA
cuts_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r2 23 12483.133 3297 0 0.421 0.445 0.167 18946.298 19006.217 18933.577 NA NA NA
tso_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r3 16 13810.096 3304 0 0.373 0.4 0.178 20199.172 20240.855 20190.323 NA NA NA
msst_long_ml_r3 16 1029.15 8 0 0.482 0.224 0.253 20195.324 20284.931 20234.098 NA NA NA
msst_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r3 20 12779.992 3300 0 0.434 0.458 0.169 19177.068 19229.172 19166.007 NA NA NA
cuts_long_ml_r3 20 2.894 4 0.5758 1 1.002 0 19177.068 19289.076 19225.535 NA NA NA
cuts_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r3 23 12776.794 3297 0 0.434 0.458 0.17 19179.871 19239.789 19167.15 NA NA NA
tso_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r4 16 13709.334 3304 0 0.382 0.409 0.177 20146.879 20188.562 20138.03 NA NA NA
msst_long_ml_r4 16 925.694 8 0 0.575 0.362 0.239 20142.926 20232.541 20181.708 NA NA NA
msst_wide_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r4 20 12785.765 3300 0 0.436 0.46 0.17 19231.311 19283.414 19220.249 NA NA NA
cuts_long_ml_r4 20 6.078 4 0.1934 0.999 0.997 0.016 19231.311 19343.329 19279.788 NA NA NA
cuts_wide_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r4 23 12780.008 3297 0 0.437 0.46 0.17 19231.554 19291.473 19218.833 NA NA NA
tso_wide_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r5 16 13662.363 3304 0 0.34 0.369 0.177 20122.308 20163.991 20113.459 NA NA NA
msst_long_ml_r5 16 1021.688 8 0 0.47 0.205 0.252 20118.434 20208.048 20157.215 NA NA NA
msst_wide_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r5 20 12638.698 3300 0 0.405 0.43 0.168 19106.643 19158.747 19095.582 NA NA NA
cuts_long_ml_r5 20 1.897 4 0.7546 1 1.003 0 19106.643 19218.661 19155.12 NA NA NA
cuts_wide_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r5 23 12637.278 3297 0 0.405 0.43 0.168 19111.224 19171.143 19098.503 NA NA NA
tso_wide_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r6 16 12211.943 3304 0 0.459 0.483 0.164 20026.069 20067.751 20017.219 NA NA NA
msst_long_ml_r6 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_wide_bayes_r6 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r6 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r6 20 11519.043 3300 0 0.501 0.522 0.158 19341.168 19393.272 19330.107 NA NA NA
cuts_long_ml_r6 20 3.268 4 0.5141 1 1.001 0 19341.168 19453.176 19389.635 NA NA NA
cuts_wide_bayes_r6 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r6 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r6 23 11510.793 3297 0 0.501 0.522 0.158 19338.919 19398.838 19326.198 NA NA NA
