ParametersN Chitest df Chipval CFI TLI RMSEA AIC BIC aBIC DIC pD ppp
msst_wide_ml_r1 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_long_ml_r1 16 3.041 8 0.9318 1 1.002 0 17800.172 17889.762 17838.929 NA NA NA
msst_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r1 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
cuts_long_ml_r1 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
cuts_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r1 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
tso_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r2 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_long_ml_r2 16 5.544 8 0.6981 1 1.001 0 17685.517 17775.108 17724.275 NA NA NA
msst_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r2 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
cuts_long_ml_r2 20 5.874 4 0.2088 0.999 0.998 0.015 17693.847 17805.835 17742.294 NA NA NA
cuts_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r2 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
tso_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r3 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_long_ml_r3 16 1.255 8 0.9961 1 1.003 0 17625.934 17715.516 17664.683 NA NA NA
msst_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r3 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
cuts_long_ml_r3 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
cuts_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r3 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
tso_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r4 16 13519.087 3304 0 0.375 0.403 0.176 17897.893 17939.576 17889.044 NA NA NA
msst_long_ml_r4 16 3.184 8 0.9223 1 1.002 0 17897.931 17987.538 17936.705 NA NA NA
msst_wide_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r4 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
cuts_long_ml_r4 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
cuts_wide_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r4 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
tso_wide_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r5 16 14541.38 3304 0 0.349 0.377 0.184 17446.375 17488.058 17437.526 NA NA NA
msst_long_ml_r5 16 3.346 8 0.9108 1 1.002 0 17446.221 17535.827 17484.994 NA NA NA
msst_wide_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r5 20 14538.234 3300 0 0.349 0.376 0.185 17451.23 17503.333 17440.168 NA NA NA
cuts_long_ml_r5 20 0.355 4 0.986 1 1.003 0 17451.23 17563.238 17499.697 NA NA NA
cuts_wide_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r5 23 14537.298 3297 0 0.349 0.376 0.185 17456.294 17516.213 17443.573 NA NA NA
tso_wide_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r6 16 14558.506 3304 0 0.324 0.354 0.185 17697.677 17739.36 17688.828 NA NA NA
msst_long_ml_r6 16 1.552 8 0.9918 1 1.003 0 17697.79 17787.389 17736.556 NA NA NA
msst_wide_bayes_r6 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r6 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r6 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
cuts_long_ml_r6 20 2.076 4 0.7218 1 1.002 0 17706.314 17818.312 17754.771 NA NA NA
cuts_wide_bayes_r6 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r6 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r6 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
tso_wide_bayes_r6 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r6 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r7 16 14245.863 3304 0 0.324 0.354 0.182 17354.515 17396.197 17345.665 NA NA NA
msst_long_ml_r7 16 3.057 8 0.9307 1 1.002 0 17354.582 17444.172 17393.34 NA NA NA
msst_wide_bayes_r7 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r7 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r7 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
cuts_long_ml_r7 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
cuts_wide_bayes_r7 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r7 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r7 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
tso_wide_bayes_r7 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r7 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r8 16 14033.573 3304 0 0.359 0.387 0.18 17509.565 17551.247 17500.715 NA NA NA
msst_long_ml_r8 16 20.286 8 0.0093 0.997 0.995 0.028 17509.251 17598.818 17547.985 NA NA NA
msst_wide_bayes_r8 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r8 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r8 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
cuts_long_ml_r8 20 2.19 4 0.7009 1 1.002 0 17499.155 17611.113 17547.572 NA NA NA
cuts_wide_bayes_r8 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r8 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r8 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
tso_wide_bayes_r8 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r8 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r9 16 14145.991 3304 0 0.356 0.384 0.181 17687.066 17728.748 17678.216 NA NA NA
msst_long_ml_r9 16 7.09 8 0.5269 1 1 0 17686.99 17776.597 17725.764 NA NA NA
msst_wide_bayes_r9 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r9 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r9 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
cuts_long_ml_r9 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
cuts_wide_bayes_r9 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r9 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r9 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
tso_wide_bayes_r9 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r9 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r10 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_long_ml_r10 16 0.073 8 1 1 1.003 0 17854.582 17944.196 17893.363 NA NA NA
msst_wide_bayes_r10 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r10 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r10 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
cuts_long_ml_r10 20 0.657 4 0.9565 1 1.003 0 17863.166 17975.184 17911.643 NA NA NA
cuts_wide_bayes_r10 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r10 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r10 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
tso_wide_bayes_r10 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r10 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r11 16 13764.035 3304 0 0.379 0.406 0.178 17611.539 17653.222 17602.69 NA NA NA
msst_long_ml_r11 16 2.248 8 0.9724 1 1.002 0 17611.604 17701.203 17650.37 NA NA NA
msst_wide_bayes_r11 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r11 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r11 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
cuts_long_ml_r11 20 2.701 4 0.6091 1 1.001 0 17620.056 17732.054 17668.513 NA NA NA
cuts_wide_bayes_r11 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r11 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r11 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
tso_wide_bayes_r11 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r11 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r12 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_long_ml_r12 16 2.036 8 0.9799 1 1.003 0 17499.601 17589.183 17538.351 NA NA NA
msst_wide_bayes_r12 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r12 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r12 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
cuts_long_ml_r12 20 2.625 4 0.6223 1 1.001 0 17508.19 17620.168 17556.627 NA NA NA
cuts_wide_bayes_r12 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r12 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r12 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
tso_wide_bayes_r12 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r12 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r13 16 14055.518 3304 0 0.36 0.388 0.18 17419.741 17461.424 17410.892 NA NA NA
msst_long_ml_r13 16 4.272 8 0.8318 1 1.002 0 17419.771 17509.361 17458.528 NA NA NA
msst_wide_bayes_r13 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r13 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r13 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
cuts_long_ml_r13 20 4.561 4 0.3353 1 1 0.008 17428.06 17540.048 17476.507 NA NA NA
cuts_wide_bayes_r13 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r13 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r13 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
tso_wide_bayes_r13 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r13 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r14 16 14486.362 3304 0 0.34 0.369 0.184 17568.331 17610.014 17559.482 NA NA NA
msst_long_ml_r14 16 1.176 8 0.9969 1 1.003 0 17568.489 17658.047 17607.214 NA NA NA
msst_wide_bayes_r14 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r14 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r14 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
cuts_long_ml_r14 20 1.659 4 0.7982 1 1.002 0 17576.972 17688.92 17625.379 NA NA NA
cuts_wide_bayes_r14 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r14 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r14 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
tso_wide_bayes_r14 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r14 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r15 16 13888.116 3304 0 0.331 0.361 0.179 17560.262 17601.945 17551.413 NA NA NA
msst_long_ml_r15 16 0.942 8 0.9986 1 1.003 0 17560.354 17649.968 17599.136 NA NA NA
msst_wide_bayes_r15 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r15 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r15 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
cuts_long_ml_r15 20 1.499 4 0.8269 1 1.002 0 17568.91 17680.928 17617.387 NA NA NA
cuts_wide_bayes_r15 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r15 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r15 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
tso_wide_bayes_r15 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r15 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r16 16 13978.537 3304 0 0.329 0.358 0.18 17574.186 17615.869 17565.337 NA NA NA
msst_long_ml_r16 16 0.656 8 0.9996 1 1.003 0 17574.254 17663.82 17612.987 NA NA NA
msst_wide_bayes_r16 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r16 NA NA NA NA NA NA NA NA NA NA NA NA NA
