\# Parameters Chitest df Chipval CFI TLI RMSEA AIC BIC aBIC DIC pD ppp
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 16 NA NA NA NA NA NA NA NA NA 10147.116 16.256 0
msst_long_bayes_r1 16 NA NA NA NA NA NA NA NA NA 9904.335 118.371 0.414
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 20 NA NA NA NA NA NA NA NA NA 9830.601 19.6 0.74
cuts_long_bayes_r1 20 NA NA NA NA NA NA NA NA NA 9443.615 321.739 0.44
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 23 NA NA NA NA NA NA NA NA NA 9835.976 22.088 0.717
tso_long_bayes_r1 23 NA NA NA NA NA NA NA NA NA 8645.276 1013.147 NA
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 16 NA NA NA NA NA NA NA NA NA 10408.839 15.792 0
msst_long_bayes_r2 16 NA NA NA NA NA NA NA NA NA 10155.784 116.984 0.507
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 20 NA NA NA NA NA NA NA NA NA 10083.309 19.367 0.865
cuts_long_bayes_r2 20 NA NA NA NA NA NA NA NA NA 9674.838 328.245 0.534
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 23 NA NA NA NA NA NA NA NA NA 10089.489 21.823 0.861
tso_long_bayes_r2 23 NA NA NA NA NA NA NA NA NA 8926.33 1006.257 NA
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 16 NA NA NA NA NA NA NA NA NA 10168.414 15.713 0
msst_long_bayes_r3 16 NA NA NA NA NA NA NA NA NA 9938.224 118.732 0.332
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r3 20 NA NA NA NA NA NA NA NA NA 9762.367 19.89 0.677
cuts_long_bayes_r3 20 NA NA NA NA NA NA NA NA NA 9353.912 329.98 0.28
tso_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r3 23 NA NA NA NA NA NA NA NA NA 9764.919 22.159 0.68
tso_long_bayes_r3 23 NA NA NA NA NA NA NA NA NA 8447.531 1043.974 NA
msst_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r4 16 NA NA NA NA NA NA NA NA NA 10304.908 15.879 0
msst_long_bayes_r4 16 NA NA NA NA NA NA NA NA NA 10048.632 117.642 0.433
cuts_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r4 20 NA NA NA NA NA NA NA NA NA 10013.188 19.669 0.676
cuts_long_bayes_r4 20 NA NA NA NA NA NA NA NA NA 9607.837 323.689 0.521
tso_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r4 23 NA NA NA NA NA NA NA NA NA 10015.767 21.987 0.696
tso_long_bayes_r4 23 NA NA NA NA NA NA NA NA NA 8886.86 992.327 NA
msst_wide_ml_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
