ParametersN Chitest df Chipval CFI TLI RMSEA AIC BIC aBIC DIC pD ppp
msst_wide_ml_r1 16 33316.575 7364 0 0.288 0.31 0.188 33256.237 33297.92 33247.388 NA NA NA
msst_long_ml_r1 16 1948.02 8 0 0.4 0.099 0.284 33244.782 33340.884 33290.045 NA NA NA
msst_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r1 20 31363.76 7360 0 0.341 0.361 0.181 31311.422 31363.526 31300.361 NA NA NA
cuts_long_ml_r1 20 6.66 4 0.155 0.999 0.998 0.015 31311.422 31431.55 31368.002 NA NA NA
cuts_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r1 23 31361.099 7357 0 0.341 0.361 0.181 31314.76 31374.679 31302.04 NA NA NA
tso_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r2 16 33113.595 7364 0 0.291 0.313 0.187 33482.787 33524.47 33473.938 NA NA NA
msst_long_ml_r2 16 2017.662 8 0 0.41 0.115 0.289 33470.866 33566.968 33516.129 NA NA NA
msst_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r2 20 31086.775 7360 0 0.347 0.367 0.18 31463.968 31516.072 31452.907 NA NA NA
cuts_long_ml_r2 20 2.764 4 0.598 1 1.001 0 31463.968 31584.096 31520.548 NA NA NA
cuts_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r2 23 31084.381 7357 0 0.347 0.366 0.18 31467.574 31527.492 31454.853 NA NA NA
tso_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r3 16 32617.486 7364 0 0.317 0.338 0.185 32959.923 33001.605 32951.073 NA NA NA
msst_long_ml_r3 16 1776.688 8 0 0.486 0.229 0.271 32948.63 33044.731 32993.893 NA NA NA
msst_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r3 20 30830.537 7360 0 0.365 0.384 0.179 31180.974 31233.077 31169.912 NA NA NA
cuts_long_ml_r3 20 1.033 4 0.9048 1 1.003 0 31180.974 31301.101 31237.554 NA NA NA
cuts_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r3 23 30829.835 7357 0 0.365 0.384 0.179 31186.271 31246.19 31173.55 NA NA NA
tso_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r4 16 33490.477 7364 0 0.321 0.342 0.188 33527.12 33568.802 33518.27 NA NA NA
msst_long_ml_r4 16 1950.462 8 0 0.435 0.152 0.284 33515.708 33611.81 33560.972 NA NA NA
msst_wide_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r4 20 31536.835 7360 0 0.372 0.39 0.181 31581.478 31633.581 31570.416 NA NA NA
cuts_long_ml_r4 20 8.232 4 0.0834 0.999 0.996 0.019 31581.478 31701.605 31638.057 NA NA NA
cuts_wide_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r4 23 31531.902 7357 0 0.372 0.39 0.181 31582.545 31642.464 31569.824 NA NA NA
tso_wide_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r5 16 33042.299 7364 0 0.308 0.329 0.187 33256.041 33297.724 33247.192 NA NA NA
msst_long_ml_r5 16 1956.715 8 0 0.466 0.198 0.285 33244.71 33340.812 33289.973 NA NA NA
msst_wide_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r5 20 31075.976 7360 0 0.361 0.38 0.18 31297.718 31349.821 31286.656 NA NA NA
cuts_long_ml_r5 20 1.723 4 0.7865 1 1.002 0 31297.718 31417.845 31354.297 NA NA NA
cuts_wide_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r5 23 31073.423 7357 0 0.361 0.38 0.18 31301.165 31361.084 31288.444 NA NA NA
tso_wide_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r6 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_long_ml_r6 16 1885.839 8 0 0.426 0.139 0.28 33173.336 33269.438 33218.6 NA NA NA
msst_wide_bayes_r6 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r6 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r6 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
cuts_long_ml_r6 20 2.865 4 0.5806 1 1.001 0 31298.362 31418.49 31354.942 NA NA NA
cuts_wide_bayes_r6 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r6 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r6 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
tso_wide_bayes_r6 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r6 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r7 16 32712.101 7364 0 0.345 0.365 0.186 32855.157 32896.84 32846.308 NA NA NA
msst_long_ml_r7 16 1439.206 8 0 0.584 0.377 0.244 32845.714 32941.816 32890.978 NA NA NA
msst_wide_bayes_r7 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r7 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r7 20 31265.14 7360 0 0.382 0.4 0.18 31416.196 31468.299 31405.134 NA NA NA
cuts_long_ml_r7 20 1.688 4 0.7929 1 1.002 0 31416.196 31536.323 31472.776 NA NA NA
cuts_wide_bayes_r7 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r7 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r7 23 31263.23 7357 0 0.382 0.4 0.18 31420.286 31480.205 31407.565 NA NA NA
tso_wide_bayes_r7 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r7 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r8 16 33701.112 7364 0 0.277 0.299 0.189 33574.687 33616.37 33565.838 NA NA NA
msst_long_ml_r8 16 2079.266 8 0 0.39 0.085 0.294 33562.777 33658.879 33608.041 NA NA NA
msst_wide_bayes_r8 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r8 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r8 20 31614.476 7360 0 0.334 0.354 0.182 31496.051 31548.155 31484.99 NA NA NA
cuts_long_ml_r8 20 4.54 4 0.3378 1 1 0.007 31496.051 31616.179 31552.631 NA NA NA
