ParametersN Chitest df Chipval CFI TLI RMSEA AIC BIC aBIC DIC pD ppp
msst_wide_ml_r1 16 1234.403 844 0 0.881 0.89 0.068 11979.35 12021.033 11970.501 NA NA NA
msst_long_ml_r1 16 304.965 8 0 0.889 0.834 0.193 11978.834 12057.358 12006.541 NA NA NA
msst_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r1 20 930.245 840 0.016 0.973 0.974 0.033 11683.192 11735.296 11672.131 NA NA NA
cuts_long_ml_r1 20 1.323 4 0.8575 1 1.003 0 11683.192 11781.347 11717.826 NA NA NA
cuts_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r1 23 929.473 837 0.014 0.972 0.974 0.033 11688.421 11748.34 11675.7 NA NA NA
tso_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r2 16 1268.668 844 0 0.861 0.871 0.071 12015.405 12057.088 12006.556 NA NA NA
msst_long_ml_r2 16 300.565 8 0 0.883 0.824 0.191 12014.869 12093.393 12042.576 NA NA NA
msst_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r2 20 971.328 840 0.0011 0.957 0.96 0.04 11726.065 11778.169 11715.004 NA NA NA
cuts_long_ml_r2 20 3.762 4 0.4391 1 1 0 11726.065 11824.221 11760.699 NA NA NA
cuts_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r2 23 971.04 837 9e-04 0.956 0.959 0.04 11731.776 11791.695 11719.056 NA NA NA
tso_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r3 16 1264.781 844 0 0.866 0.877 0.071 11854.703 11896.385 11845.853 NA NA NA
msst_long_ml_r3 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r3 20 995.842 840 2e-04 0.951 0.954 0.043 11593.764 11645.868 11582.703 NA NA NA
cuts_long_ml_r3 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
cuts_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r3 23 991.677 837 2e-04 0.951 0.954 0.043 11595.599 11655.518 11582.878 NA NA NA
tso_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
