ParametersN Chitest df Chipval CFI TLI RMSEA AIC BIC aBIC DIC pD ppp
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_long_bayes_r1 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 20 NA NA NA NA NA NA NA NA NA 10815.462 19.193 0.713
cuts_long_bayes_r1 20 NA NA NA NA NA NA NA NA NA 10548.612 311.623 0.466
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 23 NA NA NA NA NA NA NA NA NA 10818.24 21.941 0.693
tso_long_bayes_r1 23 NA NA NA NA NA NA NA NA NA 9070.771 1135.812 NA
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_long_bayes_r2 16 NA NA NA NA NA NA NA NA NA 10957.824 108.281 0.449
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 20 NA NA NA NA NA NA NA NA NA 10798.883 19.519 0.68
cuts_long_bayes_r2 20 NA NA NA NA NA NA NA NA NA 10566.945 298.663 0.459
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 23 NA NA NA NA NA NA NA NA NA 10801.686 21.481 0.651
tso_long_bayes_r2 23 NA NA NA NA NA NA NA NA NA 9089.257 1124.065 NA
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 16 NA NA NA NA NA NA NA NA NA 10911.801 14.615 0
msst_long_bayes_r3 16 NA NA NA NA NA NA NA NA NA 10822.29 108.82 0.503
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r3 20 NA NA NA NA NA NA NA NA NA 10659.937 20.284 0.748
cuts_long_bayes_r3 20 NA NA NA NA NA NA NA NA NA 10423.423 297.635 0.534
tso_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r3 23 NA NA NA NA NA NA NA NA NA 10663.842 22.275 0.736
tso_long_bayes_r3 23 NA NA NA NA NA NA NA NA NA 8855.001 1139.463 NA
msst_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r4 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_long_bayes_r4 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
cuts_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r4 20 NA NA NA NA NA NA NA NA NA 10447.718 16.958 0.459
cuts_long_bayes_r4 20 NA NA NA NA NA NA NA NA NA 10192.241 304.428 0.474
tso_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r4 23 NA NA NA NA NA NA NA NA NA 10449.836 21.753 0.462
tso_long_bayes_r4 23 NA NA NA NA NA NA NA NA NA 8582.932 1151.006 NA
