\# Parameters Chitest df Chipval CFI TLI RMSEA AIC BIC aBIC DIC pD ppp
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 16 NA NA NA NA NA NA NA NA NA 23095.318 16.252 0.001
msst_long_bayes_r1 16 NA NA NA NA NA NA NA NA NA 22931.619 122.64 0.433
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 20 NA NA NA NA NA NA NA NA NA 22873.638 18.952 0.05
cuts_long_bayes_r1 20 NA NA NA NA NA NA NA NA NA 22646.769 274.848 0.284
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 23 NA NA NA NA NA NA NA NA NA 22491.123 20.215 0.896
tso_long_bayes_r1 23 NA NA NA NA NA NA NA NA NA 19069.69 1982.159 NA
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 16 NA NA NA NA NA NA NA NA NA 22743.812 16.11 0.003
msst_long_bayes_r2 16 NA NA NA NA NA NA NA NA NA 22595.24 121.571 0.469
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 20 NA NA NA NA NA NA NA NA NA 22551.139 18.903 0.032
cuts_long_bayes_r2 20 NA NA NA NA NA NA NA NA NA 22354.105 278.643 0.453
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 23 NA NA NA NA NA NA NA NA NA 22151.384 21.297 0.888
tso_long_bayes_r2 23 NA NA NA NA NA NA NA NA NA 18690.614 2000.224 NA
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 16 NA NA NA NA NA NA NA NA NA 22995.089 16.102 0
msst_long_bayes_r3 16 NA NA NA NA NA NA NA NA NA 22861.153 126.015 0.446
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r3 20 NA NA NA NA NA NA NA NA NA 22801.178 19.084 0.001
cuts_long_bayes_r3 20 NA NA NA NA NA NA NA NA NA 22609.03 269.806 0.194
tso_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r3 23 NA NA NA NA NA NA NA NA NA 22473.814 21.144 0.198
tso_long_bayes_r3 23 NA NA NA NA NA NA NA NA NA 18982.501 1988.156 NA
msst_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r4 16 NA NA NA NA NA NA NA NA NA 22804.138 16.197 0.001
msst_long_bayes_r4 16 NA NA NA NA NA NA NA NA NA 22690.099 118.997 0.21
cuts_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r4 20 NA NA NA NA NA NA NA NA NA 22699.525 19.225 0.003
cuts_long_bayes_r4 20 NA NA NA NA NA NA NA NA NA 22545.824 255.983 0.169
tso_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r4 23 NA NA NA NA NA NA NA NA NA 22277.22 20.509 0.639
tso_long_bayes_r4 23 NA NA NA NA NA NA NA NA NA 18823.567 1977.258 NA
msst_wide_ml_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
