\# Parameters Chitest df Chipval CFI TLI RMSEA AIC BIC aBIC DIC pD ppp
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 16 NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r1 16 NA NA NA NA NA NA NA NA NA 27016.276 144.971 0.417
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 20 NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r1 20 NA NA NA NA NA NA NA NA NA 27023.849 166.623 0.378
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 23 NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r1 23 NA NA NA NA NA NA NA NA NA 24633.897 2453.657 NA
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 16 NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r2 16 NA NA NA NA NA NA NA NA NA 27001.204 144.091 0.517
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 20 NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r2 20 NA NA NA NA NA NA NA NA NA 27007.877 152.192 0.493
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 23 NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r2 23 NA NA NA NA NA NA NA NA NA 24928.495 2357.223 NA
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 16 NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r3 16 NA NA NA NA NA NA NA NA NA 27516.232 142.595 0.483
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r3 20 NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r3 20 NA NA NA NA NA NA NA NA NA 27523.621 152.045 0.466
tso_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r3 23 NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r3 23 NA NA NA NA NA NA NA NA NA 25217.123 2422.69 NA
msst_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r4 16 NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r4 16 NA NA NA NA NA NA NA NA NA 27268.563 142.623 0.531
cuts_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r4 20 NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r4 20 NA NA NA NA NA NA NA NA NA 27267.913 156.526 0.55
tso_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r4 23 NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r4 23 NA NA NA NA NA NA NA NA NA 25173.132 2376.648 NA
msst_wide_ml_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r5 16 NA NA NA NA NA NA NA NA NA NA NA NA
