\# Parameters Chitest df Chipval CFI TLI RMSEA AIC BIC aBIC DIC pD ppp
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 16 NA NA NA NA NA NA NA NA NA 14682.497 15.826 0.466
msst_long_bayes_r1 16 NA NA NA NA NA NA NA NA NA 14516.986 122.898 0.552
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 20 NA NA NA NA NA NA NA NA NA 14689.368 16.145 0.449
cuts_long_bayes_r1 20 NA NA NA NA NA NA NA NA NA 14525.366 138.675 0.543
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 23 NA NA NA NA NA NA NA NA NA 14694.124 17.626 0.452
tso_long_bayes_r1 23 NA NA NA NA NA NA NA NA NA 12663.313 1370.436 NA
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 16 NA NA NA NA NA NA NA NA NA 14862.842 15.782 0.664
msst_long_bayes_r2 16 NA NA NA NA NA NA NA NA NA 14692.454 123.435 0.475
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 20 NA NA NA NA NA NA NA NA NA 14870.095 16.942 0.618
cuts_long_bayes_r2 20 NA NA NA NA NA NA NA NA NA 14697.46 146.685 0.475
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 23 NA NA NA NA NA NA NA NA NA 14874.353 18.08 0.636
tso_long_bayes_r2 23 NA NA NA NA NA NA NA NA NA 12797.848 1388.094 NA
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 16 NA NA NA NA NA NA NA NA NA 14789.416 16.145 0.429
msst_long_bayes_r3 16 NA NA NA NA NA NA NA NA NA 14621.312 123.867 0.537
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r3 20 NA NA NA NA NA NA NA NA NA 14794.714 16.851 0.385
cuts_long_bayes_r3 20 NA NA NA NA NA NA NA NA NA 14629.646 150.963 0.514
tso_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r3 23 NA NA NA NA NA NA NA NA NA 14795.533 17.667 0.405
tso_long_bayes_r3 23 NA NA NA NA NA NA NA NA NA 12813.538 1374.235 NA
msst_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r4 16 NA NA NA NA NA NA NA NA NA 14722.295 15.824 0.718
msst_long_bayes_r4 16 NA NA NA NA NA NA NA NA NA 14558.712 122.464 0.308
cuts_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r4 20 NA NA NA NA NA NA NA NA NA 14729.869 16.116 0.699
cuts_long_bayes_r4 20 NA NA NA NA NA NA NA NA NA 14566.71 135.224 0.315
tso_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r4 23 NA NA NA NA NA NA NA NA NA 14734.699 16.398 0.684
tso_long_bayes_r4 23 NA NA NA NA NA NA NA NA NA 12740.499 1367.6 NA
msst_wide_ml_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
