ParametersN Chitest df Chipval CFI TLI RMSEA AIC BIC aBIC DIC pD ppp
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 16 NA NA NA NA NA NA NA NA NA 18134.778 15.888 0.353
msst_long_bayes_r1 16 NA NA NA NA NA NA NA NA NA 18049.738 112.969 0.535
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 20 NA NA NA NA NA NA NA NA NA 18136.263 17.393 0.36
cuts_long_bayes_r1 20 NA NA NA NA NA NA NA NA NA 18055.262 153.315 0.513
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 23 NA NA NA NA NA NA NA NA NA 18136.552 19.387 0.364
tso_long_bayes_r1 23 NA NA NA NA NA NA NA NA NA 15297.873 1851.197 NA
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 16 NA NA NA NA NA NA NA NA NA 18168.438 15.939 0.311
msst_long_bayes_r2 16 NA NA NA NA NA NA NA NA NA 18068.206 116.39 0.456
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 20 NA NA NA NA NA NA NA NA NA 18172.191 17.662 0.335
cuts_long_bayes_r2 20 NA NA NA NA NA NA NA NA NA 18073.262 150.818 0.473
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 23 NA NA NA NA NA NA NA NA NA 18173.647 18.112 0.325
tso_long_bayes_r2 23 NA NA NA NA NA NA NA NA NA 15159.624 1869.769 NA
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 16 NA NA NA NA NA NA NA NA NA 18283.816 15.795 0.867
msst_long_bayes_r3 16 NA NA NA NA NA NA NA NA NA 18182.927 117.071 0.526
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r3 20 NA NA NA NA NA NA NA NA NA 18289.194 17.236 0.862
cuts_long_bayes_r3 20 NA NA NA NA NA NA NA NA NA 18188.462 148.996 0.538
tso_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r3 23 NA NA NA NA NA NA NA NA NA 18293.389 18.234 0.846
tso_long_bayes_r3 23 NA NA NA NA NA NA NA NA NA 15238.023 1879.54 NA
msst_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r4 16 NA NA NA NA NA NA NA NA NA 18251.124 15.84 0.664
msst_long_bayes_r4 16 NA NA NA NA NA NA NA NA NA 18149.383 118.982 0.402
cuts_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r4 20 NA NA NA NA NA NA NA NA NA 18258.201 17.105 0.651
cuts_long_bayes_r4 20 NA NA NA NA NA NA NA NA NA 18154.162 140.904 0.418
tso_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r4 23 NA NA NA NA NA NA NA NA NA 18262.383 17.764 0.643
tso_long_bayes_r4 23 NA NA NA NA NA NA NA NA NA 15259.881 1856.926 NA
msst_wide_ml_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
