ParametersN Chitest df Chipval CFI TLI RMSEA AIC BIC aBIC DIC pD ppp
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 16 NA NA NA NA NA NA NA NA NA 8397.247 16.194 0.357
msst_long_bayes_r1 16 NA NA NA NA NA NA NA NA NA 8178.009 119.969 0.471
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 20 NA NA NA NA NA NA NA NA NA 8400.928 17.547 0.34
cuts_long_bayes_r1 20 NA NA NA NA NA NA NA NA NA 8181.574 167.319 0.461
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 23 NA NA NA NA NA NA NA NA NA 8402.57 18.964 0.333
tso_long_bayes_r1 23 NA NA NA NA NA NA NA NA NA 7391.858 851.281 NA
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 16 NA NA NA NA NA NA NA NA NA 8380.454 15.86 0.56
msst_long_bayes_r2 16 NA NA NA NA NA NA NA NA NA 8162.514 118.632 0.509
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 20 NA NA NA NA NA NA NA NA NA 8385.993 17.559 0.527
cuts_long_bayes_r2 20 NA NA NA NA NA NA NA NA NA 8163.917 160.152 0.517
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 23 NA NA NA NA NA NA NA NA NA 8390.063 18.682 0.51
tso_long_bayes_r2 23 NA NA NA NA NA NA NA NA NA 7462.759 835.604 NA
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 16 NA NA NA NA NA NA NA NA NA 8411.443 15.987 0.4
msst_long_bayes_r3 16 NA NA NA NA NA NA NA NA NA 8174.877 119.028 0.527
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r3 20 NA NA NA NA NA NA NA NA NA 8417.414 16.961 0.381
cuts_long_bayes_r3 20 NA NA NA NA NA NA NA NA NA 8184.812 155.693 0.511
tso_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r3 23 NA NA NA NA NA NA NA NA NA 8413.014 18.109 0.412
tso_long_bayes_r3 23 NA NA NA NA NA NA NA NA NA 7429.54 841.016 NA
msst_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r4 16 NA NA NA NA NA NA NA NA NA 8450.536 15.922 0.274
msst_long_bayes_r4 16 NA NA NA NA NA NA NA NA NA 8211.759 119.704 0.526
cuts_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r4 20 NA NA NA NA NA NA NA NA NA 8457.631 16.289 0.251
cuts_long_bayes_r4 20 NA NA NA NA NA NA NA NA NA 8221.737 143.675 0.498
tso_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r4 23 NA NA NA NA NA NA NA NA NA 8460.127 16.811 0.246
tso_long_bayes_r4 23 NA NA NA NA NA NA NA NA NA 7506.31 818.729 NA
msst_wide_ml_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
