\# Parameters Chitest df Chipval CFI TLI RMSEA AIC BIC aBIC DIC pD ppp
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 16 NA NA NA NA NA NA NA NA NA 11555.73 16.007 0
msst_long_bayes_r1 16 NA NA NA NA NA NA NA NA NA 11286.679 120.855 0.044
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 20 NA NA NA NA NA NA NA NA NA 10812.516 18.524 0.001
cuts_long_bayes_r1 20 NA NA NA NA NA NA NA NA NA 10291.298 352.325 0.025
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 23 NA NA NA NA NA NA NA NA NA 10700.188 22.404 0.215
tso_long_bayes_r1 23 NA NA NA NA NA NA NA NA NA 9394.455 1002.709 NA
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 16 NA NA NA NA NA NA NA NA NA 11567.162 16.075 0
msst_long_bayes_r2 16 NA NA NA NA NA NA NA NA NA 11301.799 120.087 0.007
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 20 NA NA NA NA NA NA NA NA NA 10937.033 18.621 0.185
cuts_long_bayes_r2 20 NA NA NA NA NA NA NA NA NA 10437.952 344.61 0.001
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 23 NA NA NA NA NA NA NA NA NA 10768.45 22.208 0.995
tso_long_bayes_r2 23 NA NA NA NA NA NA NA NA NA 9486.697 975.786 NA
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 16 NA NA NA NA NA NA NA NA NA 11406.267 16.048 0
msst_long_bayes_r3 16 NA NA NA NA NA NA NA NA NA 11169.597 119.673 0.005
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r3 20 NA NA NA NA NA NA NA NA NA 10834.433 18.955 0.001
cuts_long_bayes_r3 20 NA NA NA NA NA NA NA NA NA 10378.205 344.804 0.041
tso_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r3 23 NA NA NA NA NA NA NA NA NA 10685.039 22.233 0.218
tso_long_bayes_r3 23 NA NA NA NA NA NA NA NA NA 9397.882 1010.981 NA
msst_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r4 16 NA NA NA NA NA NA NA NA NA 11412.164 15.846 0
msst_long_bayes_r4 16 NA NA NA NA NA NA NA NA NA 11152.036 118.46 0.421
cuts_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r4 20 NA NA NA NA NA NA NA NA NA 10897.86 18.708 0.001
cuts_long_bayes_r4 20 NA NA NA NA NA NA NA NA NA 10450.306 333.784 0.171
tso_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r4 23 NA NA NA NA NA NA NA NA NA 10761.738 22.589 0.163
tso_long_bayes_r4 23 NA NA NA NA NA NA NA NA NA 9506.909 974.25 NA
msst_wide_ml_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
