ParametersN Chitest df Chipval CFI TLI RMSEA AIC BIC aBIC DIC pD ppp
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 16 NA NA NA NA NA NA NA NA NA 9197.894 15.865 0.001
msst_long_bayes_r1 16 NA NA NA NA NA NA NA NA NA 8958.553 117.605 0.365
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 20 NA NA NA NA NA NA NA NA NA 8911.168 19.592 0.481
cuts_long_bayes_r1 20 NA NA NA NA NA NA NA NA NA 8511.524 325.861 0.396
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 23 NA NA NA NA NA NA NA NA NA 8914.5 21.938 0.466
tso_long_bayes_r1 23 NA NA NA NA NA NA NA NA NA 7765.898 995.515 NA
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 16 NA NA NA NA NA NA NA NA NA 9063.75 15.917 0.045
msst_long_bayes_r2 16 NA NA NA NA NA NA NA NA NA 8833.974 115.347 0.469
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 20 NA NA NA NA NA NA NA NA NA 8863.046 19.678 0.64
cuts_long_bayes_r2 20 NA NA NA NA NA NA NA NA NA 8520.327 305.805 0.523
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 23 NA NA NA NA NA NA NA NA NA 8865.472 21.915 0.62
tso_long_bayes_r2 23 NA NA NA NA NA NA NA NA NA 7812.116 964.137 NA
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 16 NA NA NA NA NA NA NA NA NA 9033.548 15.883 0.028
msst_long_bayes_r3 16 NA NA NA NA NA NA NA NA NA 8795.953 117.222 0.418
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r3 20 NA NA NA NA NA NA NA NA NA 8781.215 18.93 0.57
cuts_long_bayes_r3 20 NA NA NA NA NA NA NA NA NA 8397.349 317.047 0.448
tso_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r3 23 NA NA NA NA NA NA NA NA NA 8779.131 21.88 0.594
tso_long_bayes_r3 23 NA NA NA NA NA NA NA NA NA 7699.569 957.593 NA
msst_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r4 16 NA NA NA NA NA NA NA NA NA 8934.938 16.044 0.011
msst_long_bayes_r4 16 NA NA NA NA NA NA NA NA NA 8702.762 115.931 0.543
cuts_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r4 20 NA NA NA NA NA NA NA NA NA 8728.717 19.788 0.513
cuts_long_bayes_r4 20 NA NA NA NA NA NA NA NA NA 8380.343 306.057 0.522
tso_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r4 23 NA NA NA NA NA NA NA NA NA 8731.926 21.764 0.497
tso_long_bayes_r4 23 NA NA NA NA NA NA NA NA NA 7737.682 937.749 NA
msst_wide_ml_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
