ParametersN Chitest df Chipval CFI TLI RMSEA AIC BIC aBIC DIC pD ppp
msst_wide_ml_r1 16 33136.754 7364 0 0.282 0.304 0.187 34324.541 34366.224 34315.692 NA NA NA
msst_long_ml_r1 16 1523.634 8 0 0.767 0.65 0.251 34314.628 34410.729 34359.891 NA NA NA
msst_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r1 20 31608.763 7360 0 0.325 0.345 0.182 32804.55 32856.653 32793.488 NA NA NA
cuts_long_ml_r1 20 5.557 4 0.2348 1 0.999 0.011 32804.55 32924.677 32861.13 NA NA NA
cuts_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r1 23 31603.388 7357 0 0.325 0.345 0.182 32805.175 32865.094 32792.454 NA NA NA
tso_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r2 16 33449.339 7364 0 0.267 0.289 0.188 35019.93 35061.612 35011.08 NA NA NA
msst_long_ml_r2 16 1909.071 8 0 0.697 0.546 0.281 35008.675 35104.777 35053.939 NA NA NA
msst_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r2 20 31535.002 7360 0 0.321 0.341 0.181 33113.592 33165.695 33102.53 NA NA NA
cuts_long_ml_r2 20 5.987 4 0.2001 1 0.999 0.013 33113.592 33233.719 33170.172 NA NA NA
cuts_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r2 23 31529.926 7357 0 0.321 0.341 0.181 33114.516 33174.435 33101.795 NA NA NA
tso_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r3 16 33777.535 7364 0 0.261 0.283 0.189 34927.314 34968.997 34918.465 NA NA NA
msst_long_ml_r3 16 1845.76 8 0 0.705 0.557 0.277 34916.007 35012.109 34961.27 NA NA NA
msst_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r3 20 31922.839 7360 0 0.312 0.333 0.183 33080.617 33132.721 33069.556 NA NA NA
cuts_long_ml_r3 20 2.371 4 0.6678 1 1.001 0 33080.617 33200.745 33137.197 NA NA NA
cuts_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r3 23 31919.759 7357 0 0.312 0.333 0.183 33083.538 33143.456 33070.817 NA NA NA
tso_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r4 16 33000.314 7364 0 0.245 0.268 0.187 34847.183 34888.866 34838.334 NA NA NA
msst_long_ml_r4 16 2055.878 8 0 0.658 0.487 0.292 34834.77 34930.871 34880.033 NA NA NA
msst_wide_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r4 20 30933.535 7360 0 0.305 0.326 0.179 32788.404 32840.507 32777.342 NA NA NA
cuts_long_ml_r4 20 1.513 4 0.8244 1 1.001 0 32788.404 32908.531 32844.983 NA NA NA
cuts_wide_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r4 23 30931.73 7357 0 0.305 0.326 0.179 32792.599 32852.518 32779.878 NA NA NA
tso_wide_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
