\# Parameters Chitest df Chipval CFI TLI RMSEA AIC BIC aBIC DIC pD ppp
msst_wide_ml_r1 16 1411.63 844 0 0.838 0.85 0.082 10146.323 10188.005 10137.473 NA NA NA
msst_long_ml_r1 16 327.991 8 0 0.74 0.611 0.2 10145.398 10223.922 10173.105 NA NA NA
msst_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r1 20 1087.634 840 0 0.929 0.934 0.054 9830.327 9882.43 9819.265 NA NA NA
cuts_long_ml_r1 20 4.92 4 0.2956 0.999 0.998 0.015 9830.327 9928.482 9864.961 NA NA NA
cuts_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r1 23 1086.422 837 0 0.929 0.934 0.055 9835.115 9895.034 9822.394 NA NA NA
tso_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r2 16 1691.64 844 0 0.779 0.796 0.1 10408.961 10450.643 10400.111 NA NA NA
msst_long_ml_r2 16 333.471 8 0 0.72 0.581 0.202 10408.104 10486.629 10435.812 NA NA NA
msst_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r2 20 1358.171 840 0 0.865 0.875 0.079 10083.491 10135.595 10072.43 NA NA NA
cuts_long_ml_r2 20 0.858 4 0.9305 1 1.008 0 10083.491 10181.647 10118.125 NA NA NA
cuts_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r2 23 1357.819 837 0 0.864 0.874 0.079 10089.139 10149.058 10076.418 NA NA NA
tso_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r3 16 1505.384 844 0 0.808 0.823 0.089 10168.718 10210.401 10159.869 NA NA NA
msst_long_ml_r3 16 425.661 8 0 0.691 0.537 0.228 10167.656 10246.18 10195.363 NA NA NA
msst_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r3 20 1090.185 840 0 0.927 0.933 0.055 9761.519 9813.622 9750.457 NA NA NA
cuts_long_ml_r3 20 11.524 4 0.0213 0.994 0.983 0.043 9761.519 9859.674 9796.153 NA NA NA
cuts_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r3 23 1086.624 837 0 0.928 0.933 0.055 9763.958 9823.877 9751.237 NA NA NA
tso_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r4 16 1467.014 844 0 0.83 0.843 0.086 10304.851 10346.534 10296.002 NA NA NA
msst_long_ml_r4 16 302.087 8 0 0.741 0.611 0.192 10304.012 10382.536 10331.719 NA NA NA
msst_wide_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r4 20 1166.946 840 0 0.911 0.917 0.062 10012.783 10064.887 10001.722 NA NA NA
cuts_long_ml_r4 20 2.858 4 0.5818 1 1.003 0 10012.783 10110.938 10047.417 NA NA NA
cuts_wide_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r4 23 1163.295 837 0 0.911 0.917 0.062 10015.132 10075.051 10002.411 NA NA NA
tso_wide_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r5 16 1535.487 844 0 0.822 0.836 0.091 10228.775 10270.457 10219.925 NA NA NA
msst_long_ml_r5 16 332.69 8 0 0.74 0.61 0.201 10227.902 10306.427 10255.61 NA NA NA
msst_wide_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r5 20 1210.39 840 0 0.905 0.912 0.066 9911.677 9963.78 9900.615 NA NA NA
cuts_long_ml_r5 20 8.465 4 0.076 0.996 0.989 0.033 9911.677 10009.832 9946.311 NA NA NA
cuts_wide_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r5 23 1205.954 837 0 0.905 0.912 0.066 9913.242 9973.161 9900.521 NA NA NA
tso_wide_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r6 16 1840.14 844 0 0.767 0.785 0.109 10446.497 10488.18 10437.648 NA NA NA
msst_long_ml_r6 16 384.418 8 0 0.683 0.524 0.217 10445.642 10524.15 10473.333 NA NA NA
msst_wide_bayes_r6 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r6 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r6 20 1461.776 840 0 0.855 0.865 0.086 10076.134 10128.237 10065.072 NA NA NA
cuts_long_ml_r6 20 6.91 4 0.1407 0.998 0.993 0.027 10076.134 10174.269 10110.748 NA NA NA
cuts_wide_bayes_r6 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r6 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r6 23 1453.476 837 0 0.856 0.866 0.086 10073.833 10133.752 10061.113 NA NA NA
