\# Parameters Chitest df Chipval CFI TLI RMSEA AIC BIC aBIC DIC pD ppp
msst_wide_ml_r1 16 1868.677 844 0 0.729 0.75 0.11 9197.836 9239.519 9188.987 NA NA NA
msst_long_ml_r1 16 302.222 8 0 0.736 0.603 0.192 9197.106 9275.582 9224.765 NA NA NA
msst_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r1 20 1573.692 840 0 0.806 0.82 0.093 8910.851 8962.955 8899.79 NA NA NA
cuts_long_ml_r1 20 7.967 4 0.0928 0.996 0.989 0.032 8910.851 9008.946 8945.425 NA NA NA
cuts_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r1 23 1570.649 837 0 0.806 0.819 0.094 8913.808 8973.727 8901.087 NA NA NA
tso_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r2 16 2212.509 844 0 0.65 0.676 0.127 9063.619 9105.302 9054.77 NA NA NA
msst_long_ml_r2 16 211.475 8 0 0.81 0.715 0.16 9062.996 9141.504 9090.687 NA NA NA
msst_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r2 20 2003.473 840 0 0.702 0.724 0.118 8862.583 8914.687 8851.522 NA NA NA
cuts_long_ml_r2 20 3.062 4 0.5475 1 1.003 0 8862.583 8960.718 8897.197 NA NA NA
cuts_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r2 23 1999.763 837 0 0.703 0.723 0.118 8864.873 8924.792 8852.152 NA NA NA
tso_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r3 16 2107.575 844 0 0.67 0.695 0.122 9033.469 9075.152 9024.62 NA NA NA
msst_long_ml_r3 16 263.802 8 0 0.742 0.614 0.179 9032.845 9111.369 9060.552 NA NA NA
msst_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r3 20 1848.312 840 0 0.737 0.756 0.11 8782.206 8834.309 8771.144 NA NA NA
cuts_long_ml_r3 20 5.163 4 0.271 0.999 0.996 0.017 8782.206 8880.361 8816.84 NA NA NA
cuts_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r3 23 1838.693 837 0 0.739 0.756 0.109 8778.587 8838.505 8765.866 NA NA NA
tso_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r4 16 2017.113 844 0 0.676 0.7 0.118 8934.485 8976.168 8925.636 NA NA NA
msst_long_ml_r4 16 215.57 8 0 0.781 0.672 0.161 8933.856 9012.332 8961.515 NA NA NA
msst_wide_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
