\# Parameters Chitest df Chipval CFI TLI RMSEA AIC BIC aBIC DIC pD ppp
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 16 NA NA NA NA NA NA NA NA NA 10182.187 16.421 0.401
msst_long_bayes_r1 16 NA NA NA NA NA NA NA NA NA 10104.831 103.207 0.542
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 20 NA NA NA NA NA NA NA NA NA 10187.093 17.356 0.365
cuts_long_bayes_r1 20 NA NA NA NA NA NA NA NA NA 10115.182 141.614 0.511
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 23 NA NA NA NA NA NA NA NA NA 10192.58 18.641 0.341
tso_long_bayes_r1 23 NA NA NA NA NA NA NA NA NA 8437.288 991.866 NA
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 16 NA NA NA NA NA NA NA NA NA 10188.563 15.667 0.182
msst_long_bayes_r2 16 NA NA NA NA NA NA NA NA NA 10123.068 100.394 0.539
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 20 NA NA NA NA NA NA NA NA NA 10196.86 16.875 0.162
cuts_long_bayes_r2 20 NA NA NA NA NA NA NA NA NA 10134.085 125.052 0.518
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 23 NA NA NA NA NA NA NA NA NA 10201.412 17.654 0.145
tso_long_bayes_r2 23 NA NA NA NA NA NA NA NA NA 8620.493 967.299 NA
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 16 NA NA NA NA NA NA NA NA NA 10184.527 15.847 0.879
msst_long_bayes_r3 16 NA NA NA NA NA NA NA NA NA 10119.734 100.01 0.526
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r3 20 NA NA NA NA NA NA NA NA NA 10191.002 17.512 0.854
cuts_long_bayes_r3 20 NA NA NA NA NA NA NA NA NA 10127.558 134.793 0.499
tso_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r3 23 NA NA NA NA NA NA NA NA NA 10193.643 17.706 0.859
tso_long_bayes_r3 23 NA NA NA NA NA NA NA NA NA 8458.674 987.255 NA
msst_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r4 16 NA NA NA NA NA NA NA NA NA 10162.496 16.051 0.223
msst_long_bayes_r4 16 NA NA NA NA NA NA NA NA NA 10071.455 107.184 0.544
cuts_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r4 20 NA NA NA NA NA NA NA NA NA 10167.813 17.491 0.207
cuts_long_bayes_r4 20 NA NA NA NA NA NA NA NA NA 10076.426 145.342 0.514
tso_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r4 23 NA NA NA NA NA NA NA NA NA 10167.86 18.032 0.219
tso_long_bayes_r4 23 NA NA NA NA NA NA NA NA NA 8508.026 981.281 NA
msst_wide_ml_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
