ParametersN Chitest df Chipval CFI TLI RMSEA AIC BIC aBIC DIC pD ppp
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 16 NA NA NA NA NA NA NA NA NA 9077.83 15.93 0.53
msst_long_bayes_r1 16 NA NA NA NA NA NA NA NA NA 8996.556 102.945 0.485
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 20 NA NA NA NA NA NA NA NA NA 9081.71 17.464 0.541
cuts_long_bayes_r1 20 NA NA NA NA NA NA NA NA NA 9001.318 149.623 0.474
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 23 NA NA NA NA NA NA NA NA NA 9086.124 19.015 0.515
tso_long_bayes_r1 23 NA NA NA NA NA NA NA NA NA 7499.51 970.066 NA
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 16 NA NA NA NA NA NA NA NA NA 8928.416 15.818 0.85
msst_long_bayes_r2 16 NA NA NA NA NA NA NA NA NA 8881.772 94.784 0.503
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 20 NA NA NA NA NA NA NA NA NA 8929.564 17.143 0.865
cuts_long_bayes_r2 20 NA NA NA NA NA NA NA NA NA 8875.967 136.252 0.459
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 23 NA NA NA NA NA NA NA NA NA 8931.965 17.639 0.854
tso_long_bayes_r2 23 NA NA NA NA NA NA NA NA NA 7281.481 981.935 NA
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 16 NA NA NA NA NA NA NA NA NA 9201.584 16.197 0.878
msst_long_bayes_r3 16 NA NA NA NA NA NA NA NA NA 9150.123 93.758 0.533
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r3 20 NA NA NA NA NA NA NA NA NA 9204.927 17.328 0.894
cuts_long_bayes_r3 20 NA NA NA NA NA NA NA NA NA 9156.392 140.437 0.487
tso_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r3 23 NA NA NA NA NA NA NA NA NA 9209.099 18.608 0.887
tso_long_bayes_r3 23 NA NA NA NA NA NA NA NA NA 7639.624 978.378 NA
msst_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r4 16 NA NA NA NA NA NA NA NA NA 9233.233 15.781 0.62
msst_long_bayes_r4 16 NA NA NA NA NA NA NA NA NA 9175.252 96.756 0.507
cuts_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r4 20 NA NA NA NA NA NA NA NA NA 9239.725 16.784 0.636
cuts_long_bayes_r4 20 NA NA NA NA NA NA NA NA NA 9184.54 130.546 0.551
tso_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r4 23 NA NA NA NA NA NA NA NA NA 9243.826 17.48 0.599
tso_long_bayes_r4 23 NA NA NA NA NA NA NA NA NA 7776.855 955.552 NA
msst_wide_ml_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
