\# Parameters Chitest df Chipval CFI TLI RMSEA AIC BIC aBIC DIC pD ppp
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 16 NA NA NA NA NA NA NA NA NA 15218.961 15.84 0
msst_long_bayes_r1 16 NA NA NA NA NA NA NA NA NA 14893.148 123.602 0.47
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 20 NA NA NA NA NA NA NA NA NA 14586.504 19.279 0.242
cuts_long_bayes_r1 20 NA NA NA NA NA NA NA NA NA 14066.288 352.183 0.583
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 23 NA NA NA NA NA NA NA NA NA 14592.512 21.851 0.214
tso_long_bayes_r1 23 NA NA NA NA NA NA NA NA NA 12991.064 1400.866 NA
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 16 NA NA NA NA NA NA NA NA NA 15088.525 15.731 0
msst_long_bayes_r2 16 NA NA NA NA NA NA NA NA NA 14744.092 125.481 0.471
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 20 NA NA NA NA NA NA NA NA NA 14487.165 19.463 0.418
cuts_long_bayes_r2 20 NA NA NA NA NA NA NA NA NA 13950.635 352.826 0.501
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 23 NA NA NA NA NA NA NA NA NA 14490.17 21.806 0.41
tso_long_bayes_r2 23 NA NA NA NA NA NA NA NA NA 12868.607 1403.283 NA
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 16 NA NA NA NA NA NA NA NA NA 15151.782 15.986 0
msst_long_bayes_r3 16 NA NA NA NA NA NA NA NA NA 14816.228 124.044 0.43
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r3 20 NA NA NA NA NA NA NA NA NA 14606.342 19.579 0.429
cuts_long_bayes_r3 20 NA NA NA NA NA NA NA NA NA 14096.304 346.201 0.544
tso_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r3 23 NA NA NA NA NA NA NA NA NA 14611.449 22.21 0.406
tso_long_bayes_r3 23 NA NA NA NA NA NA NA NA NA 12977.758 1411.734 NA
msst_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r4 16 NA NA NA NA NA NA NA NA NA 15203.522 16.032 0
msst_long_bayes_r4 16 NA NA NA NA NA NA NA NA NA 14860.005 123.682 0.394
cuts_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r4 20 NA NA NA NA NA NA NA NA NA 14533.61 19.488 0.871
cuts_long_bayes_r4 20 NA NA NA NA NA NA NA NA NA 13991.458 353.788 0.497
tso_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r4 23 NA NA NA NA NA NA NA NA NA 14537.981 21.677 0.859
tso_long_bayes_r4 23 NA NA NA NA NA NA NA NA NA 12801.347 1437.783 NA
msst_wide_ml_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
