ParametersN Chitest df Chipval CFI TLI RMSEA AIC BIC aBIC DIC pD ppp
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 16 NA NA NA NA NA NA NA NA NA 20928.629 15.613 0
msst_long_bayes_r1 16 NA NA NA NA NA NA NA NA NA 20683.227 131.828 0.126
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 20 NA NA NA NA NA NA NA NA NA 20355.538 18.791 0.045
cuts_long_bayes_r1 20 NA NA NA NA NA NA NA NA NA 19966.993 329.471 0.039
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 23 NA NA NA NA NA NA NA NA NA 19981.221 21.611 0.687
tso_long_bayes_r1 23 NA NA NA NA NA NA NA NA NA 17133.693 1904.418 NA
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 16 NA NA NA NA NA NA NA NA NA 20933.293 16.087 0
msst_long_bayes_r2 16 NA NA NA NA NA NA NA NA NA 20668.627 130.478 0.035
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 20 NA NA NA NA NA NA NA NA NA 20288.899 19.041 0.012
cuts_long_bayes_r2 20 NA NA NA NA NA NA NA NA NA 19859.88 341.686 0.027
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 23 NA NA NA NA NA NA NA NA NA 19903.374 21.841 0.57
tso_long_bayes_r2 23 NA NA NA NA NA NA NA NA NA 17143.97 1905.949 NA
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 16 NA NA NA NA NA NA NA NA NA 21116.501 16.256 0
msst_long_bayes_r3 16 NA NA NA NA NA NA NA NA NA 20875.286 129.085 0.143
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r3 20 NA NA NA NA NA NA NA NA NA 20559.835 18.562 0.017
cuts_long_bayes_r3 20 NA NA NA NA NA NA NA NA NA 20172.832 334.422 0.053
tso_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r3 23 NA NA NA NA NA NA NA NA NA 20148.368 21.762 0.603
tso_long_bayes_r3 23 NA NA NA NA NA NA NA NA NA 17407.312 1894.728 NA
msst_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r4 16 NA NA NA NA NA NA NA NA NA 20988.113 15.95 0
msst_long_bayes_r4 16 NA NA NA NA NA NA NA NA NA 20731.815 132.953 0.118
cuts_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r4 20 NA NA NA NA NA NA NA NA NA 20312.959 18.89 0.007
cuts_long_bayes_r4 20 NA NA NA NA NA NA NA NA NA 19895.793 342.041 0.037
tso_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r4 23 NA NA NA NA NA NA NA NA NA 19925.794 21.927 0.444
tso_long_bayes_r4 23 NA NA NA NA NA NA NA NA NA 16929.13 1942.645 NA
msst_wide_ml_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
