\# Parameters Chitest df Chipval CFI TLI RMSEA AIC BIC aBIC DIC pD ppp
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 16 NA NA NA NA NA NA NA NA NA 15647.882 15.898 0
msst_long_bayes_r1 16 NA NA NA NA NA NA NA NA NA 15519.41 113.976 0.393
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 20 NA NA NA NA NA NA NA NA NA 15504.581 18.859 0
cuts_long_bayes_r1 20 NA NA NA NA NA NA NA NA NA 15310.856 268.856 0.283
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 23 NA NA NA NA NA NA NA NA NA 15208.028 20.612 0.489
tso_long_bayes_r1 23 NA NA NA NA NA NA NA NA NA 12733.078 1507.753 NA
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 16 NA NA NA NA NA NA NA NA NA 15763.13 15.707 0
msst_long_bayes_r2 16 NA NA NA NA NA NA NA NA NA 15624.688 116.409 0.505
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 20 NA NA NA NA NA NA NA NA NA 15617.952 18.792 0.011
cuts_long_bayes_r2 20 NA NA NA NA NA NA NA NA NA 15422.569 267.716 0.377
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 23 NA NA NA NA NA NA NA NA NA 15355.043 20.31 0.602
tso_long_bayes_r2 23 NA NA NA NA NA NA NA NA NA 12863.517 1499.668 NA
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 16 NA NA NA NA NA NA NA NA NA 15612.585 16.289 0
msst_long_bayes_r3 16 NA NA NA NA NA NA NA NA NA 15497.758 112.804 0.478
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r3 20 NA NA NA NA NA NA NA NA NA 15520.185 19.702 0
cuts_long_bayes_r3 20 NA NA NA NA NA NA NA NA NA 15361.57 256.206 0.397
tso_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r3 23 NA NA NA NA NA NA NA NA NA 15246.997 21.688 0.513
tso_long_bayes_r3 23 NA NA NA NA NA NA NA NA NA 12811.95 1497.839 NA
msst_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r4 16 NA NA NA NA NA NA NA NA NA 15556.997 15.904 0
msst_long_bayes_r4 16 NA NA NA NA NA NA NA NA NA 15447.283 112.136 0.466
cuts_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r4 20 NA NA NA NA NA NA NA NA NA 15447.747 19.286 0.011
cuts_long_bayes_r4 20 NA NA NA NA NA NA NA NA NA 15282.864 260.895 0.421
tso_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r4 23 NA NA NA NA NA NA NA NA NA 15206.476 21.568 0.535
tso_long_bayes_r4 23 NA NA NA NA NA NA NA NA NA 12731.615 1521.061 NA
msst_wide_ml_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
