\# Parameters Chitest df Chipval CFI TLI RMSEA AIC BIC aBIC DIC pD ppp
msst_wide_ml_r1 16 5907.815 3304 0 0.69 0.703 0.089 23672.936 23714.619 23664.087 NA NA NA
msst_long_ml_r1 16 858.592 8 0 0.841 0.762 0.231 23669.468 23759.082 23708.249 NA NA NA
msst_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r1 20 5047.848 3300 0 0.792 0.8 0.073 22820.969 22873.073 22809.908 NA NA NA
cuts_long_ml_r1 20 2.094 4 0.7186 1 1.001 0 22820.969 22932.987 22869.446 NA NA NA
cuts_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r1 23 5047.162 3297 0 0.791 0.8 0.073 22826.282 22886.201 22813.561 NA NA NA
tso_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r2 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_long_ml_r2 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r2 20 5101.838 3300 0 0.775 0.785 0.074 23007.596 23059.699 22996.534 NA NA NA
cuts_long_ml_r2 20 3.144 4 0.5341 1 1 0 23007.596 23119.614 23056.073 NA NA NA
cuts_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r2 23 5097.59 3297 0 0.776 0.785 0.074 23009.348 23069.267 22996.627 NA NA NA
tso_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r3 16 6187.41 3304 0 0.646 0.662 0.093 23772.004 23813.687 23763.155 NA NA NA
msst_long_ml_r3 16 866.795 8 0 0.834 0.751 0.232 23768.374 23857.988 23807.155 NA NA NA
msst_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r3 20 5319.042 3300 0 0.752 0.763 0.078 22911.635 22963.739 22900.574 NA NA NA
