\# Parameters Chitest df Chipval CFI TLI RMSEA AIC BIC aBIC DIC pD ppp
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 16 NA NA NA NA NA NA NA NA NA 9216.188 15.655 0
msst_long_bayes_r1 16 NA NA NA NA NA NA NA NA NA 9005.855 117.496 0.166
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 20 NA NA NA NA NA NA NA NA NA 8807.658 18.898 0.003
cuts_long_bayes_r1 20 NA NA NA NA NA NA NA NA NA 8404.566 328.659 0.073
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 23 NA NA NA NA NA NA NA NA NA 8658.037 22.648 0.29
tso_long_bayes_r1 23 NA NA NA NA NA NA NA NA NA 7592.533 912.747 NA
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 16 NA NA NA NA NA NA NA NA NA 9264.658 15.742 0
msst_long_bayes_r2 16 NA NA NA NA NA NA NA NA NA 9019.559 116.867 0.09
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 20 NA NA NA NA NA NA NA NA NA 8802.981 19.079 0.054
cuts_long_bayes_r2 20 NA NA NA NA NA NA NA NA NA 8345.616 334.302 0.012
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 23 NA NA NA NA NA NA NA NA NA 8678.772 21.714 0.556
tso_long_bayes_r2 23 NA NA NA NA NA NA NA NA NA 7599.045 911.374 NA
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 16 NA NA NA NA NA NA NA NA NA 9247.673 15.794 0
msst_long_bayes_r3 16 NA NA NA NA NA NA NA NA NA 9032.462 115.819 0.458
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r3 20 NA NA NA NA NA NA NA NA NA 8920.662 18.693 0.023
cuts_long_bayes_r3 20 NA NA NA NA NA NA NA NA NA 8549.604 311.751 0.228
tso_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r3 23 NA NA NA NA NA NA NA NA NA 8798.999 21.833 0.39
tso_long_bayes_r3 23 NA NA NA NA NA NA NA NA NA 7720.416 915.822 NA
msst_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r4 16 NA NA NA NA NA NA NA NA NA 9361.925 15.944 0
msst_long_bayes_r4 16 NA NA NA NA NA NA NA NA NA 9161.515 115.717 0.445
cuts_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r4 20 NA NA NA NA NA NA NA NA NA 8988.604 18.776 0.142
cuts_long_bayes_r4 20 NA NA NA NA NA NA NA NA NA 8620.291 316.275 0.323
tso_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r4 23 NA NA NA NA NA NA NA NA NA 8848.342 22.182 0.814
tso_long_bayes_r4 23 NA NA NA NA NA NA NA NA NA 7761.138 918.841 NA
msst_wide_ml_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
