ParametersN Chitest df Chipval CFI TLI RMSEA AIC BIC aBIC DIC pD ppp
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 16 NA NA NA NA NA NA NA NA NA 16296.89 15.889 0.421
msst_long_bayes_r1 16 NA NA NA NA NA NA NA NA NA 16008.239 131.383 0.539
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 20 NA NA NA NA NA NA NA NA NA 16304.13 17.275 0.402
cuts_long_bayes_r1 20 NA NA NA NA NA NA NA NA NA 16016.44 156.259 0.475
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 23 NA NA NA NA NA NA NA NA NA 16305.262 17.533 0.402
tso_long_bayes_r1 23 NA NA NA NA NA NA NA NA NA 14591.241 1591.024 NA
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 16 NA NA NA NA NA NA NA NA NA 16388.707 15.974 0.481
msst_long_bayes_r2 16 NA NA NA NA NA NA NA NA NA 16102.741 130.312 0.517
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 20 NA NA NA NA NA NA NA NA NA 16392.64 17.81 0.444
cuts_long_bayes_r2 20 NA NA NA NA NA NA NA NA NA 16112.038 170.832 0.477
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 23 NA NA NA NA NA NA NA NA NA 16395.496 18.968 0.424
tso_long_bayes_r2 23 NA NA NA NA NA NA NA NA NA 14693.948 1590.598 NA
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 16 NA NA NA NA NA NA NA NA NA 16726.602 16.131 0.693
msst_long_bayes_r3 16 NA NA NA NA NA NA NA NA NA 16492.627 129.595 0.505
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r3 20 NA NA NA NA NA NA NA NA NA 16733.593 16.983 0.675
cuts_long_bayes_r3 20 NA NA NA NA NA NA NA NA NA 16502.761 150.528 0.475
tso_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r3 23 NA NA NA NA NA NA NA NA NA 16736.839 17.88 0.665
tso_long_bayes_r3 23 NA NA NA NA NA NA NA NA NA 15001.328 1605.385 NA
msst_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r4 16 NA NA NA NA NA NA NA NA NA 16486.115 15.872 0.525
msst_long_bayes_r4 16 NA NA NA NA NA NA NA NA NA 16189.751 132.013 0.514
cuts_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r4 20 NA NA NA NA NA NA NA NA NA 16491.45 17.496 0.487
cuts_long_bayes_r4 20 NA NA NA NA NA NA NA NA NA 16194.218 161.798 0.511
tso_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r4 23 NA NA NA NA NA NA NA NA NA 16495.18 18.33 0.482
tso_long_bayes_r4 23 NA NA NA NA NA NA NA NA NA 14990.506 1522.096 NA
msst_wide_ml_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
