ParametersN Chitest df Chipval CFI TLI RMSEA AIC BIC aBIC DIC pD ppp
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 16 NA NA NA NA NA NA NA NA NA 19987.296 16.221 0.405
msst_long_bayes_r1 16 NA NA NA NA NA NA NA NA NA 19890.585 121.005 0.526
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 20 NA NA NA NA NA NA NA NA NA 19993.662 16.713 0.388
cuts_long_bayes_r1 20 NA NA NA NA NA NA NA NA NA 19894.656 135.137 0.533
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 23 NA NA NA NA NA NA NA NA NA 19998.459 17.728 0.365
tso_long_bayes_r1 23 NA NA NA NA NA NA NA NA NA 16738.9 1892.747 NA
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 16 NA NA NA NA NA NA NA NA NA 20323.705 15.758 0.426
msst_long_bayes_r2 16 NA NA NA NA NA NA NA NA NA 20228.809 119.322 0.471
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 20 NA NA NA NA NA NA NA NA NA 20330.028 17.231 0.44
cuts_long_bayes_r2 20 NA NA NA NA NA NA NA NA NA 20234.296 143.806 0.473
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 23 NA NA NA NA NA NA NA NA NA 20331.94 17.692 0.401
tso_long_bayes_r2 23 NA NA NA NA NA NA NA NA NA 17143.75 1894.2 NA
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 16 NA NA NA NA NA NA NA NA NA 20094.646 15.738 0.645
msst_long_bayes_r3 16 NA NA NA NA NA NA NA NA NA 19965.906 124.544 0.55
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r3 20 NA NA NA NA NA NA NA NA NA 20101.894 17.467 0.625
cuts_long_bayes_r3 20 NA NA NA NA NA NA NA NA NA 19973.134 149.236 0.527
tso_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r3 23 NA NA NA NA NA NA NA NA NA 20105.095 18.377 0.651
tso_long_bayes_r3 23 NA NA NA NA NA NA NA NA NA 16890.659 1888.359 NA
msst_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r4 16 NA NA NA NA NA NA NA NA NA 20308.755 15.617 0.279
msst_long_bayes_r4 16 NA NA NA NA NA NA NA NA NA 20216.387 121.698 0.542
cuts_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r4 20 NA NA NA NA NA NA NA NA NA 20316.81 17.433 0.284
cuts_long_bayes_r4 20 NA NA NA NA NA NA NA NA NA 20220.785 141.151 0.534
tso_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r4 23 NA NA NA NA NA NA NA NA NA 20317.711 17.647 0.264
tso_long_bayes_r4 23 NA NA NA NA NA NA NA NA NA 17126.246 1901.024 NA
msst_wide_ml_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
