\# Parameters Chitest df Chipval CFI TLI RMSEA AIC BIC aBIC DIC pD ppp
msst_wide_ml_r1 16 13129.88 3304 0 0.326 0.355 0.172 21609.366 21651.049 21600.517 NA NA NA
msst_long_ml_r1 16 814.886 8 0 0.822 0.734 0.225 21606.105 21695.72 21644.887 NA NA NA
msst_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r1 20 12315.804 3300 0 0.381 0.408 0.165 20803.29 20855.393 20792.228 NA NA NA
cuts_long_ml_r1 20 4.071 4 0.3965 1 1 0.003 20803.29 20915.308 20851.767 NA NA NA
cuts_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r1 23 12312.705 3297 0 0.381 0.407 0.165 20806.191 20866.11 20793.47 NA NA NA
tso_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r2 16 12846.179 3304 0 0.315 0.345 0.17 21619.398 21661.081 21610.549 NA NA NA
msst_long_ml_r2 16 773.546 8 0 0.821 0.731 0.219 21617.585 21707.2 21656.367 NA NA NA
msst_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r2 20 12074.701 3300 0 0.371 0.397 0.163 20855.92 20908.024 20844.859 NA NA NA
cuts_long_ml_r2 20 3.881 4 0.4223 1 1 0 20855.92 20967.938 20904.397 NA NA NA
cuts_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r2 23 12072.047 3297 0 0.371 0.397 0.163 20859.266 20919.185 20846.545 NA NA NA
tso_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r3 16 13361.912 3304 0 0.332 0.361 0.174 21851.612 21893.295 21842.763 NA NA NA
msst_long_ml_r3 16 796.027 8 0 0.828 0.742 0.222 21848.621 21938.236 21887.403 NA NA NA
msst_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r3 20 12565.07 3300 0 0.385 0.411 0.168 21062.769 21114.873 21051.708 NA NA NA
cuts_long_ml_r3 20 2.175 4 0.7035 1 1.001 0 21062.769 21174.787 21111.246 NA NA NA
cuts_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r3 23 12563.839 3297 0 0.385 0.41 0.168 21067.539 21127.458 21054.818 NA NA NA
tso_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r4 16 13025.194 3304 0 0.334 0.363 0.172 21713.293 21754.975 21704.443 NA NA NA
msst_long_ml_r4 16 775.775 8 0 0.834 0.75 0.219 21710.745 21800.359 21749.526 NA NA NA
msst_wide_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r4 20 12251.207 3300 0 0.387 0.413 0.165 20947.306 20999.409 20936.244 NA NA NA
cuts_long_ml_r4 20 4.336 4 0.3625 1 1 0.006 20947.306 21059.324 20995.783 NA NA NA
cuts_wide_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r4 23 12245.695 3297 0 0.387 0.413 0.165 20947.793 21007.712 20935.072 NA NA NA
tso_wide_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r5 16 12796.702 3304 0 0.333 0.362 0.17 21796.404 21838.086 21787.554 NA NA NA
msst_long_ml_r5 16 801.444 8 0 0.827 0.74 0.223 21794.214 21883.829 21832.996 NA NA NA
msst_wide_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r5 20 12000.054 3300 0 0.388 0.414 0.162 21007.756 21059.859 20996.694 NA NA NA
cuts_long_ml_r5 20 6.985 4 0.1367 0.999 0.998 0.019 21007.756 21119.774 21056.233 NA NA NA
cuts_wide_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r5 23 11995.329 3297 0 0.388 0.414 0.162 21009.031 21068.95 20996.31 NA NA NA
tso_wide_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r6 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_long_ml_r6 16 708.95 8 0 0.847 0.77 0.209 21634.108 21723.722 21672.889 NA NA NA
msst_wide_bayes_r6 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r6 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r6 20 12182.23 3300 0 0.386 0.412 0.164 20935.868 20987.972 20924.807 NA NA NA
cuts_long_ml_r6 20 2.71 4 0.6074 1 1.001 0 20935.868 21047.886 20984.345 NA NA NA
cuts_wide_bayes_r6 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r6 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r6 23 12179.665 3297 0 0.386 0.412 0.164 20939.303 20999.222 20926.582 NA NA NA
tso_wide_bayes_r6 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r6 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r7 16 12818.976 3304 0 0.336 0.365 0.17 21696.694 21738.377 21687.845 NA NA NA
msst_long_ml_r7 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_wide_bayes_r7 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r7 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r7 20 12094.006 3300 0 0.386 0.412 0.163 20979.725 21031.828 20968.663 NA NA NA
cuts_long_ml_r7 20 2.328 4 0.6757 1 1.001 0 20979.725 21091.733 21028.192 NA NA NA
cuts_wide_bayes_r7 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r7 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r7 23 12090.81 3297 0 0.386 0.412 0.163 20982.528 21042.447 20969.807 NA NA NA
tso_wide_bayes_r7 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r7 NA NA NA NA NA NA NA NA NA NA NA NA NA
