ParametersN Chitest df Chipval CFI TLI RMSEA AIC BIC aBIC DIC pD ppp
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 16 NA NA NA NA NA NA NA NA NA 21609.696 16.074 0
msst_long_bayes_r1 16 NA NA NA NA NA NA NA NA NA 21359.701 132.813 0.282
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 20 NA NA NA NA NA NA NA NA NA 20803.282 19.429 0.122
cuts_long_bayes_r1 20 NA NA NA NA NA NA NA NA NA 20359.294 351.387 0.462
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 23 NA NA NA NA NA NA NA NA NA 20806.43 21.764 0.118
tso_long_bayes_r1 23 NA NA NA NA NA NA NA NA NA 17337.14 2078.849 NA
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_long_bayes_r2 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 20 NA NA NA NA NA NA NA NA NA 20856.444 19.666 0.672
cuts_long_bayes_r2 20 NA NA NA NA NA NA NA NA NA 20435.087 348.87 0.505
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 23 NA NA NA NA NA NA NA NA NA 20860.377 22.204 0.631
tso_long_bayes_r2 23 NA NA NA NA NA NA NA NA NA 17549.967 2059.158 NA
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 16 NA NA NA NA NA NA NA NA NA 21851.732 15.803 0.001
msst_long_bayes_r3 16 NA NA NA NA NA NA NA NA NA 21633.312 135.274 0.244
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r3 20 NA NA NA NA NA NA NA NA NA 21062.853 19.555 0.595
cuts_long_bayes_r3 20 NA NA NA NA NA NA NA NA NA 20639.586 349.391 0.519
tso_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r3 23 NA NA NA NA NA NA NA NA NA 21068.279 22.021 0.571
tso_long_bayes_r3 23 NA NA NA NA NA NA NA NA NA 17640.141 2074.491 NA
msst_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r4 16 NA NA NA NA NA NA NA NA NA 21713.538 15.994 0
msst_long_bayes_r4 16 NA NA NA NA NA NA NA NA NA 21499.925 133.087 0.32
cuts_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r4 20 NA NA NA NA NA NA NA NA NA 20947.572 19.643 0.389
cuts_long_bayes_r4 20 NA NA NA NA NA NA NA NA NA 20515.327 345.394 0.456
tso_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r4 23 NA NA NA NA NA NA NA NA NA 20948.746 22.132 0.408
tso_long_bayes_r4 23 NA NA NA NA NA NA NA NA NA 17455.106 2078.836 NA
msst_wide_ml_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
