ParametersN Chitest df Chipval CFI TLI RMSEA AIC BIC aBIC DIC pD ppp
msst_wide_ml_r1 16 13527.707 3304 0 0.33 0.359 0.176 21268.247 21309.93 21259.398 NA NA NA
msst_long_ml_r1 16 994.986 8 0 0.711 0.567 0.248 21264.317 21353.923 21303.091 NA NA NA
msst_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r1 20 12533.474 3300 0 0.395 0.421 0.167 20282.014 20334.117 20270.952 NA NA NA
cuts_long_ml_r1 20 4.683 4 0.3214 1 0.999 0.009 20282.014 20394.022 20330.481 NA NA NA
cuts_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r1 23 12532.765 3297 0 0.395 0.42 0.167 20287.305 20347.224 20274.584 NA NA NA
tso_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r2 16 13316.866 3304 0 0.354 0.382 0.174 21304.689 21346.372 21295.84 NA NA NA
msst_long_ml_r2 16 823.498 8 0 0.776 0.664 0.226 21301.159 21390.774 21339.941 NA NA NA
msst_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r2 20 12499.092 3300 0 0.407 0.432 0.167 20494.915 20547.019 20483.854 NA NA NA
cuts_long_ml_r2 20 9.254 4 0.0551 0.999 0.996 0.026 20494.915 20606.933 20543.392 NA NA NA
cuts_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r2 23 12497.055 3297 0 0.407 0.431 0.167 20498.878 20558.797 20486.157 NA NA NA
tso_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r3 16 12442.29 3304 0 0.367 0.394 0.166 21362.754 21404.437 21353.905 NA NA NA
msst_long_ml_r3 16 882.398 8 0 0.76 0.64 0.234 21359.094 21448.708 21397.875 NA NA NA
msst_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r3 20 11559.284 3300 0 0.428 0.452 0.158 20487.748 20539.851 20476.686 NA NA NA
cuts_long_ml_r3 20 3.052 4 0.5491 1 1.001 0 20487.748 20599.766 20536.225 NA NA NA
cuts_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r3 23 11558.919 3297 0 0.428 0.451 0.158 20493.383 20553.302 20480.662 NA NA NA
tso_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r4 16 12755.742 3304 0 0.372 0.4 0.169 21064.755 21106.438 21055.906 NA NA NA
msst_long_ml_r4 16 895.881 8 0 0.755 0.632 0.236 21060.93 21150.536 21099.703 NA NA NA
msst_wide_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r4 20 11861.197 3300 0 0.432 0.456 0.161 20178.211 20230.314 20167.149 NA NA NA
cuts_long_ml_r4 20 5.161 4 0.2711 1 0.999 0.012 20178.211 20290.219 20226.678 NA NA NA
cuts_wide_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r4 23 11857.441 3297 0 0.432 0.455 0.161 20180.454 20240.373 20167.733 NA NA NA
tso_wide_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r5 16 13031.506 3304 0 0.348 0.376 0.172 21220.776 21262.459 21211.927 NA NA NA
msst_long_ml_r5 16 855.897 8 0 0.739 0.609 0.23 21217.332 21306.946 21256.113 NA NA NA
msst_wide_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r5 20 12172.564 3300 0 0.405 0.431 0.164 20369.834 20421.938 20358.773 NA NA NA
cuts_long_ml_r5 20 0.4 4 0.9825 1 1.003 0 20369.834 20481.852 20418.311 NA NA NA
cuts_wide_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r5 23 12171.795 3297 0 0.405 0.43 0.164 20375.065 20434.984 20362.344 NA NA NA
tso_wide_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r6 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_long_ml_r6 16 824.078 8 0 0.762 0.643 0.226 21369.088 21458.702 21407.869 NA NA NA
msst_wide_bayes_r6 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r6 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r6 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
cuts_long_ml_r6 20 7.49 4 0.1121 0.999 0.997 0.021 20560.5 20672.518 20608.977 NA NA NA
cuts_wide_bayes_r6 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r6 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r6 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
tso_wide_bayes_r6 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r6 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r7 16 13450.388 3304 0 0.341 0.369 0.175 21662.217 21703.9 21653.368 NA NA NA
msst_long_ml_r7 16 1089.267 8 0 0.695 0.543 0.26 21658.266 21747.872 21697.039 NA NA NA
msst_wide_bayes_r7 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r7 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r7 20 12361.929 3300 0 0.411 0.436 0.166 20581.758 20633.861 20570.696 NA NA NA
cuts_long_ml_r7 20 4.759 4 0.313 1 0.999 0.01 20581.758 20693.766 20630.225 NA NA NA
cuts_wide_bayes_r7 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r7 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r7 23 12357.838 3297 0 0.411 0.436 0.166 20583.668 20643.587 20570.947 NA NA NA
tso_wide_bayes_r7 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r7 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r8 16 13311.625 3304 0 0.366 0.394 0.174 21288.688 21330.371 21279.839 NA NA NA
msst_long_ml_r8 16 1046.533 8 0 0.713 0.569 0.255 21284.624 21374.231 21323.398 NA NA NA
msst_wide_bayes_r8 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r8 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r8 20 12266.79 3300 0 0.432 0.456 0.165 20251.853 20303.956 20240.791 NA NA NA
cuts_long_ml_r8 20 5.762 4 0.2177 1 0.999 0.015 20251.853 20363.861 20300.32 NA NA NA
cuts_wide_bayes_r8 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r8 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r8 23 12262.908 3297 0 0.432 0.456 0.165 20253.971 20313.89 20241.25 NA NA NA
tso_wide_bayes_r8 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r8 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r9 16 13792.701 3304 0 0.329 0.358 0.178 21242.179 21283.862 21233.33 NA NA NA
msst_long_ml_r9 16 874.519 8 0 0.749 0.623 0.233 21238.537 21328.151 21277.318 NA NA NA
msst_wide_bayes_r9 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r9 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r9 20 12917.152 3300 0 0.384 0.411 0.171 20374.63 20426.733 20363.568 NA NA NA
cuts_long_ml_r9 20 2.612 4 0.6247 1 1.001 0 20374.63 20486.648 20423.107 NA NA NA
cuts_wide_bayes_r9 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r9 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r9 23 12910.723 3297 0 0.385 0.41 0.171 20374.2 20434.119 20361.48 NA NA NA
tso_wide_bayes_r9 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r9 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r10 16 13717.871 3304 0 0.317 0.347 0.178 21123.096 21164.779 21114.247 NA NA NA
msst_long_ml_r10 16 784.322 8 0 0.771 0.657 0.22 21119.504 21209.118 21158.285 NA NA NA
msst_wide_bayes_r10 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r10 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r10 20 12935.96 3300 0 0.368 0.395 0.171 20349.186 20401.289 20338.124 NA NA NA
cuts_long_ml_r10 20 6.004 4 0.1989 0.999 0.998 0.016 20349.186 20461.204 20397.663 NA NA NA
cuts_wide_bayes_r10 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r10 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r10 23 12929.783 3297 0 0.368 0.394 0.171 20349.008 20408.927 20336.287 NA NA NA
tso_wide_bayes_r10 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r10 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r11 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_long_ml_r11 16 1104.676 8 0 0.691 0.537 0.262 21106.741 21196.356 21145.523 NA NA NA
msst_wide_bayes_r11 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r11 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r11 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
cuts_long_ml_r11 20 4.309 4 0.3658 1 1 0.006 20014.374 20126.392 20062.851 NA NA NA
cuts_wide_bayes_r11 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r11 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r11 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
tso_wide_bayes_r11 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r11 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r12 16 12973.662 3304 0 0.364 0.392 0.171 21198.083 21239.765 21189.233 NA NA NA
msst_long_ml_r12 16 747.454 8 0 0.788 0.682 0.215 21194.76 21284.374 21233.541 NA NA NA
msst_wide_bayes_r12 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r12 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r12 20 12229.151 3300 0 0.413 0.438 0.164 20461.571 20513.675 20450.51 NA NA NA
cuts_long_ml_r12 20 6.265 4 0.1802 0.999 0.998 0.017 20461.571 20573.589 20510.048 NA NA NA
cuts_wide_bayes_r12 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r12 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r12 23 12213.74 3297 0 0.414 0.438 0.164 20452.161 20512.079 20439.44 NA NA NA
tso_wide_bayes_r12 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r12 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r13 16 13467.751 3304 0 0.326 0.356 0.175 21424.105 21465.788 21415.255 NA NA NA
msst_long_ml_r13 16 1078.733 8 0 0.696 0.544 0.259 21420.032 21509.647 21458.814 NA NA NA
msst_wide_bayes_r13 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r13 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r13 20 12390.751 3300 0 0.398 0.423 0.166 20355.105 20407.208 20344.043 NA NA NA
cuts_long_ml_r13 20 5.805 4 0.2142 0.999 0.998 0.015 20355.105 20467.123 20403.582 NA NA NA
cuts_wide_bayes_r13 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r13 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r13 23 12384.91 3297 0 0.398 0.423 0.166 20355.264 20415.182 20342.543 NA NA NA
tso_wide_bayes_r13 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r13 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r14 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_long_ml_r14 16 821.698 8 0 0.772 0.658 0.226 21092.129 21181.744 21130.911 NA NA NA
msst_wide_bayes_r14 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r14 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r14 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
cuts_long_ml_r14 20 2.957 4 0.5651 1 1.001 0 20281.388 20393.406 20329.865 NA NA NA
