ParametersN Chitest df Chipval CFI TLI RMSEA AIC BIC aBIC DIC pD ppp
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 16 NA NA NA NA NA NA NA NA NA 20556.688 15.678 0
msst_long_bayes_r1 16 NA NA NA NA NA NA NA NA NA 20152.966 129.609 0.012
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 20 NA NA NA NA NA NA NA NA NA 19150.25 18.672 0.042
cuts_long_bayes_r1 20 NA NA NA NA NA NA NA NA NA 18515.167 368.09 0.016
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 23 NA NA NA NA NA NA NA NA NA 18809.595 21.982 0.647
tso_long_bayes_r1 23 NA NA NA NA NA NA NA NA NA 16664.028 1738.009 NA
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 16 NA NA NA NA NA NA NA NA NA 21028.197 16.004 0
msst_long_bayes_r2 16 NA NA NA NA NA NA NA NA NA 20610.85 131.881 0.016
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 20 NA NA NA NA NA NA NA NA NA 19403.005 18.594 0.041
cuts_long_bayes_r2 20 NA NA NA NA NA NA NA NA NA 18709.288 371.477 0
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 23 NA NA NA NA NA NA NA NA NA 19061.668 22.215 0.588
tso_long_bayes_r2 23 NA NA NA NA NA NA NA NA NA 16754.245 1771.782 NA
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 16 NA NA NA NA NA NA NA NA NA 20440.584 15.932 0
msst_long_bayes_r3 16 NA NA NA NA NA NA NA NA NA 20020.204 129.412 0.019
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r3 20 NA NA NA NA NA NA NA NA NA 19095.509 18.78 0.009
cuts_long_bayes_r3 20 NA NA NA NA NA NA NA NA NA 18437.505 365.989 0.036
tso_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r3 23 NA NA NA NA NA NA NA NA NA 18740.712 22.056 0.329
tso_long_bayes_r3 23 NA NA NA NA NA NA NA NA NA 16639.896 1704.587 NA
msst_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r4 16 NA NA NA NA NA NA NA NA NA 20903.285 15.794 0
msst_long_bayes_r4 16 NA NA NA NA NA NA NA NA NA 20477.567 128.419 0.013
cuts_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r4 20 NA NA NA NA NA NA NA NA NA 19453.16 18.832 0.02
cuts_long_bayes_r4 20 NA NA NA NA NA NA NA NA NA 18798.019 367.162 0.081
tso_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r4 23 NA NA NA NA NA NA NA NA NA 19072.511 21.815 0.574
tso_long_bayes_r4 23 NA NA NA NA NA NA NA NA NA 16873.233 1743.82 NA
msst_wide_ml_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
