ParametersN Chitest df Chipval CFI TLI RMSEA AIC BIC aBIC DIC pD ppp
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 16 NA NA NA NA NA NA NA NA NA 10855.652 16.207 0.396
msst_long_bayes_r1 16 NA NA NA NA NA NA NA NA NA 10723.736 115.16 0.43
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 20 NA NA NA NA NA NA NA NA NA 10862.484 16.598 0.343
cuts_long_bayes_r1 20 NA NA NA NA NA NA NA NA NA 10733.865 136.76 0.444
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 23 NA NA NA NA NA NA NA NA NA 10869.074 18.045 0.301
tso_long_bayes_r1 23 NA NA NA NA NA NA NA NA NA 9355.138 952.502 NA
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 16 NA NA NA NA NA NA NA NA NA 10734.751 16.13 0.092
msst_long_bayes_r2 16 NA NA NA NA NA NA NA NA NA 10586.197 117.558 0.474
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 20 NA NA NA NA NA NA NA NA NA 10739.815 17.138 0.081
cuts_long_bayes_r2 20 NA NA NA NA NA NA NA NA NA 10594.216 153.696 0.463
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 23 NA NA NA NA NA NA NA NA NA 10745.967 19.231 0.065
tso_long_bayes_r2 23 NA NA NA NA NA NA NA NA NA 9289.636 960.765 NA
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 16 NA NA NA NA NA NA NA NA NA 10822.881 16.112 0.035
msst_long_bayes_r3 16 NA NA NA NA NA NA NA NA NA 10670.952 117.795 0.444
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r3 20 NA NA NA NA NA NA NA NA NA 10830.124 16.499 0.028
cuts_long_bayes_r3 20 NA NA NA NA NA NA NA NA NA 10679.955 137.133 0.449
tso_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r3 23 NA NA NA NA NA NA NA NA NA 10836.184 17.711 0.025
tso_long_bayes_r3 23 NA NA NA NA NA NA NA NA NA 9416.745 939.863 NA
msst_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r4 16 NA NA NA NA NA NA NA NA NA 10768.51 16.02 0.985
msst_long_bayes_r4 16 NA NA NA NA NA NA NA NA NA 10626.821 117.283 0.526
cuts_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r4 20 NA NA NA NA NA NA NA NA NA 10774.684 16.353 0.979
cuts_long_bayes_r4 20 NA NA NA NA NA NA NA NA NA 10635.518 140.907 0.507
tso_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r4 23 NA NA NA NA NA NA NA NA NA 10782.169 18.26 0.968
tso_long_bayes_r4 23 NA NA NA NA NA NA NA NA NA 9272.672 955.758 NA
msst_wide_ml_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
