ParametersN Chitest df Chipval CFI TLI RMSEA AIC BIC aBIC DIC pD ppp
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 16 NA NA NA NA NA NA NA NA NA 14343.863 15.936 0
msst_long_bayes_r1 16 NA NA NA NA NA NA NA NA NA 14114.483 119.513 0.392
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 20 NA NA NA NA NA NA NA NA NA 13868.191 19.288 0.153
cuts_long_bayes_r1 20 NA NA NA NA NA NA NA NA NA 13456.028 338.573 0.418
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 23 NA NA NA NA NA NA NA NA NA 13873.855 21.811 0.151
tso_long_bayes_r1 23 NA NA NA NA NA NA NA NA NA 11830.26 1510.96 NA
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 16 NA NA NA NA NA NA NA NA NA 14309.972 15.998 0.045
msst_long_bayes_r2 16 NA NA NA NA NA NA NA NA NA 14097.59 118.973 0.397
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 20 NA NA NA NA NA NA NA NA NA 13933.212 19.5 0.773
cuts_long_bayes_r2 20 NA NA NA NA NA NA NA NA NA 13569.784 325.757 0.469
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 23 NA NA NA NA NA NA NA NA NA 13937.883 21.837 0.766
tso_long_bayes_r2 23 NA NA NA NA NA NA NA NA NA 11884.383 1503.602 NA
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 16 NA NA NA NA NA NA NA NA NA 14188.22 15.886 0.005
msst_long_bayes_r3 16 NA NA NA NA NA NA NA NA NA 13997.945 118.614 0.49
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r3 20 NA NA NA NA NA NA NA NA NA 13702.04 19.661 0.363
cuts_long_bayes_r3 20 NA NA NA NA NA NA NA NA NA 13327.071 337.06 0.517
tso_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r3 23 NA NA NA NA NA NA NA NA NA 13708.329 22.152 0.376
tso_long_bayes_r3 23 NA NA NA NA NA NA NA NA NA 11658.914 1517.287 NA
msst_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r4 16 NA NA NA NA NA NA NA NA NA 14217.142 16.044 0.011
msst_long_bayes_r4 16 NA NA NA NA NA NA NA NA NA 14023.127 118.382 0.404
cuts_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r4 20 NA NA NA NA NA NA NA NA NA 13726.34 19.94 0.73
cuts_long_bayes_r4 20 NA NA NA NA NA NA NA NA NA 13339.919 337.612 0.417
tso_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r4 23 NA NA NA NA NA NA NA NA NA 13729.283 22.219 0.696
tso_long_bayes_r4 23 NA NA NA NA NA NA NA NA NA 11700.396 1516.431 NA
msst_wide_ml_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
