\# Parameters Chitest df Chipval CFI TLI RMSEA AIC BIC aBIC DIC pD ppp
msst_wide_ml_r1 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_long_ml_r1 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r1 20 4766.461 1870 0 0.568 0.592 0.124 15634.069 15686.172 15623.007 NA NA NA
cuts_long_ml_r1 20 2.738 4 0.6025 1 1.001 0 15634.069 15740.333 15676.799 NA NA NA
cuts_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r1 23 4765.123 1867 0 0.568 0.591 0.125 15638.731 15698.65 15626.01 NA NA NA
tso_wide_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r2 16 5292.52 1874 0 0.501 0.528 0.135 15912.901 15954.584 15904.052 NA NA NA
msst_long_ml_r2 16 509.867 8 0 0.848 0.771 0.205 15911.779 15996.78 15945.952 NA NA NA
msst_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r2 20 4783.945 1870 0 0.574 0.597 0.125 15412.326 15464.43 15401.264 NA NA NA
cuts_long_ml_r2 20 2.414 4 0.6601 1 1.001 0 15412.326 15518.577 15455.043 NA NA NA
cuts_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r2 23 4781.636 1867 0 0.574 0.596 0.125 15416.017 15475.936 15403.297 NA NA NA
tso_wide_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r3 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_long_ml_r3 16 515.179 8 0 0.847 0.77 0.206 16032.847 16117.859 16067.031 NA NA NA
msst_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r3 20 4829.548 1870 0 0.575 0.598 0.126 15530.934 15583.037 15519.872 NA NA NA
cuts_long_ml_r3 20 5.265 4 0.2611 1 0.999 0.015 15530.934 15637.198 15573.664 NA NA NA
cuts_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r3 23 4828.004 1867 0 0.575 0.597 0.126 15535.389 15595.308 15522.669 NA NA NA
tso_wide_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r4 16 5783.291 1874 0 0.494 0.522 0.144 16299.741 16341.424 16290.892 NA NA NA
msst_long_ml_r4 16 446.79 8 0 0.872 0.809 0.191 16298.101 16383.113 16332.285 NA NA NA
msst_wide_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r4 20 5339.18 1870 0 0.551 0.575 0.136 15863.63 15915.733 15852.568 NA NA NA
cuts_long_ml_r4 20 4.319 4 0.3646 1 1 0.007 15863.63 15969.894 15906.36 NA NA NA
cuts_wide_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r4 23 5335.455 1867 0 0.551 0.574 0.136 15865.904 15925.823 15853.184 NA NA NA
tso_wide_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_long_bayes_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_ml_r5 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_long_ml_r5 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
msst_wide_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_ml_r5 20 4844.386 1870 0 0.555 0.579 0.126 15746.435 15798.538 15735.373 NA NA NA
cuts_long_ml_r5 20 3.536 4 0.4724 1 1 0 15746.435 15852.686 15789.152 NA NA NA
cuts_wide_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_bayes_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_ml_r5 23 4842.69 1867 0 0.555 0.578 0.126 15750.739 15810.658 15738.018 NA NA NA
