\# Parameters Chitest df Chipval CFI TLI RMSEA AIC BIC aBIC DIC pD ppp
msst_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r1 16 NA NA NA NA NA NA NA NA NA 9437.472 15.713 0.681
msst_long_bayes_r1 16 NA NA NA NA NA NA NA NA NA 9223.154 119.905 0.483
cuts_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r1 20 NA NA NA NA NA NA NA NA NA 9443.184 16.955 0.656
cuts_long_bayes_r1 20 NA NA NA NA NA NA NA NA NA 9233.478 160.117 0.456
tso_wide_ml_r1 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r1 23 NA NA NA NA NA NA NA NA NA 9446.767 18.235 0.668
tso_long_bayes_r1 23 NA NA NA NA NA NA NA NA NA 8450.515 864.066 NA
msst_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r2 16 NA NA NA NA NA NA NA NA NA 9327.343 15.522 0.818
msst_long_bayes_r2 16 NA NA NA NA NA NA NA NA NA 9088.394 121.002 0.563
cuts_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r2 20 NA NA NA NA NA NA NA NA NA 9334.927 16.782 0.802
cuts_long_bayes_r2 20 NA NA NA NA NA NA NA NA NA 9094.938 148.535 0.535
tso_wide_ml_r2 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r2 23 NA NA NA NA NA NA NA NA NA 9332.847 17.581 0.814
tso_long_bayes_r2 23 NA NA NA NA NA NA NA NA NA 8323.283 842.776 NA
msst_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r3 16 NA NA NA NA NA NA NA NA NA 9226.781 15.839 0.105
msst_long_bayes_r3 16 NA NA NA NA NA NA NA NA NA 8996.685 121.211 0.51
cuts_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r3 20 NA NA NA NA NA NA NA NA NA 9231.949 17.16 0.097
cuts_long_bayes_r3 20 NA NA NA NA NA NA NA NA NA 9004.484 159.585 0.487
tso_wide_ml_r3 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r3 23 NA NA NA NA NA NA NA NA NA 9234.877 18.097 0.081
tso_long_bayes_r3 23 NA NA NA NA NA NA NA NA NA 8202.524 862.321 NA
msst_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
msst_wide_bayes_r4 16 NA NA NA NA NA NA NA NA NA 9400.099 16.051 0.348
msst_long_bayes_r4 16 NA NA NA NA NA NA NA NA NA 9174.901 120.61 0.534
cuts_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_long_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
cuts_wide_bayes_r4 20 NA NA NA NA NA NA NA NA NA 9406.303 16.931 0.347
cuts_long_bayes_r4 20 NA NA NA NA NA NA NA NA NA 9181.471 151.341 0.537
tso_wide_ml_r4 NA NA NA NA NA NA NA NA NA NA NA NA NA
tso_wide_bayes_r4 23 NA NA NA NA NA NA NA NA NA 9411.057 17.839 0.3
tso_long_bayes_r4 23 NA NA NA NA NA NA NA NA NA 8477.861 832.202 NA
msst_wide_ml_r5 NA NA NA NA NA NA NA NA NA NA NA NA NA
